vaccine_uptake,unmitigated_reproduction_rate,strategy,vaccinate_kids,vaccinated_infected_arrivals,week,percentile_50th,percentile_95th,percentile_5th,borders_open
90% Vaccinated,4.5,ME_ME_ME,1,2.5,35,0.0,2.15,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,36,0.0,2.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,37,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,38,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,39,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,40,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,41,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,42,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,43,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,44,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,45,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,46,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,47,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,48,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,49,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,50,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,51,0.0,1.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,52,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,2.5,53,19.0,23.0,16.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,54,29.0,37.05,22.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,55,32.0,41.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,56,33.0,44.05,24.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,57,34.0,45.0,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,58,36.0,45.05,27.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,59,35.0,48.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,60,35.5,45.05,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,61,34.0,48.0,24.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,62,34.0,48.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,63,33.0,46.05,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,64,33.5,45.1,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,65,33.0,45.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,66,34.0,45.05,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,67,33.0,45.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,68,34.0,42.0,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,69,33.5,44.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,70,33.0,44.0,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,71,34.0,47.0,26.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,72,34.0,46.0,24.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,73,33.0,45.0,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,74,34.5,44.05,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,75,34.0,44.05,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,76,35.0,44.1,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,77,34.5,44.1,24.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,78,34.0,46.05,27.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,79,34.0,47.0,24.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,80,34.0,48.0,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,81,34.0,47.1,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,82,34.0,43.05,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,83,33.0,43.1,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,84,34.0,43.05,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,85,33.0,43.05,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,86,33.0,44.0,24.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,87,34.0,43.1,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,88,33.0,44.15,26.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,89,33.0,45.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,90,33.0,46.0,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,91,33.0,45.15,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,92,32.0,42.05,25.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,93,34.0,45.0,24.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,94,33.0,44.0,24.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,95,32.0,42.0,24.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,96,33.0,41.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,97,33.0,46.1,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,98,34.0,44.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,99,33.0,43.0,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,100,32.5,45.0,25.95,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,101,34.0,44.05,27.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,102,34.0,47.05,26.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,103,33.0,47.0,23.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,104,34.0,45.05,24.0,1
90% Vaccinated,4.5,ME_ME_ME,1,2.5,105,5.0,7.05,2.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,0,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,1,0.0,0.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,2,0.0,1.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,3,0.0,3.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,4,0.0,7.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,5,0.0,9.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,6,0.0,16.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,7,0.0,26.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,8,0.0,22.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,9,0.0,27.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,10,0.0,34.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,11,0.0,39.3,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,12,0.0,44.25,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,13,0.0,54.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,14,0.0,48.2,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,15,0.0,49.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,16,1.0,51.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,17,0.0,48.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,18,1.0,47.3,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,19,1.0,51.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,20,0.0,45.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,21,1.0,47.3,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,22,0.5,47.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,23,0.5,45.4,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,24,1.0,44.35,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,25,0.5,45.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,26,1.0,49.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,27,1.0,38.2,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,28,0.5,43.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,29,1.0,38.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,30,1.0,34.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,31,0.0,37.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,32,0.0,29.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,33,0.0,28.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,34,0.0,32.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,35,0.0,37.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,36,0.0,34.25,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,37,0.0,26.4,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,38,0.0,23.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,39,0.0,22.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,40,0.0,20.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,41,0.0,22.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,42,0.0,17.55,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,43,0.0,18.4,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,44,0.0,15.3,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,45,0.0,15.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,46,0.0,17.15,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,47,0.0,16.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,48,0.0,14.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,49,0.0,17.0,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,50,0.0,14.25,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,51,0.0,18.05,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,52,0.0,17.1,0.0,0
50% Vaccinated,4.5,ME_ME_ME,1,12.5,53,106.0,115.05,98.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,54,209.0,261.1,176.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,55,304.0,380.4,235.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,56,344.0,457.0,260.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,57,328.0,576.8,228.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,58,284.0,546.8,200.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,59,264.0,464.8,191.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,60,260.0,384.8,183.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,61,274.0,409.0,199.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,62,282.0,435.2,195.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,63,272.0,416.6,203.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,64,266.0,418.8,195.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,65,278.0,386.6,200.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,66,270.0,425.6,199.6,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,67,280.0,392.8,199.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,68,278.0,364.0,187.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,69,280.0,393.0,200.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,70,278.0,388.4,199.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,71,272.0,384.8,204.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,72,264.0,372.0,180.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,73,262.0,372.4,208.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,74,272.0,368.2,191.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,75,276.0,412.2,179.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,76,276.0,465.6,180.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,77,292.0,404.6,211.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,78,280.0,428.2,188.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,79,284.0,384.6,211.4,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,80,274.0,405.0,191.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,81,274.0,392.4,187.6,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,82,262.0,420.2,199.4,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,83,274.0,447.0,196.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,84,280.0,372.2,204.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,85,270.0,388.0,199.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,86,262.0,388.4,196.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,87,272.0,400.6,199.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,88,276.0,380.6,195.6,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,89,280.0,380.6,187.6,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,90,274.0,384.8,192.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,91,274.0,420.4,199.6,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,92,272.0,433.0,188.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,93,276.0,448.0,196.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,94,280.0,512.2,176.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,95,276.0,416.0,204.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,96,282.0,388.6,195.4,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,97,278.0,384.0,195.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,98,274.0,436.2,183.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,99,272.0,416.0,184.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,100,276.0,434.4,184.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,101,276.0,404.6,187.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,102,272.0,385.0,195.8,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,103,272.0,392.0,192.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,104,268.0,380.6,200.0,1
50% Vaccinated,4.5,ME_ME_ME,1,12.5,105,40.0,72.0,16.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,0,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,1,0.0,0.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,2,0.0,1.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,3,0.0,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,4,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,5,0.0,10.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,6,0.0,17.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,7,0.0,27.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,8,0.0,24.3,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,9,0.0,26.4,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,10,0.0,31.6,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,11,0.0,33.15,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,12,0.0,37.35,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,13,0.0,40.1,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,14,0.0,37.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,15,0.0,27.85,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,16,0.0,25.7,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,17,0.0,30.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,18,0.0,27.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,19,0.0,33.25,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,20,0.0,29.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,21,0.0,37.1,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,22,0.0,23.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,23,0.0,25.65,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,24,0.0,33.2,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,25,0.0,26.3,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,26,0.0,25.1,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,27,0.0,22.2,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,28,0.0,16.15,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,29,0.0,17.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,30,0.0,13.3,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,31,0.0,13.1,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,32,0.0,11.15,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,33,0.0,11.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,34,0.0,10.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,35,0.0,8.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,36,0.0,8.1,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,37,0.0,7.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,38,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,39,0.0,6.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,40,0.0,7.15,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,41,0.0,3.15,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,42,0.0,5.1,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,43,0.0,4.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,44,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,45,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,46,0.0,2.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,47,0.0,6.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,48,0.0,4.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,49,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,50,0.0,5.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,51,0.0,3.05,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,52,0.0,3.0,0.0,0
70% Vaccinated,4.5,ME_ME_ME,1,12.5,53,100.0,108.05,93.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,54,169.0,195.0,143.85,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,55,220.0,276.4,169.9,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,56,232.0,304.0,180.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,57,236.0,316.2,163.6,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,58,226.0,296.0,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,59,226.0,320.2,152.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,60,222.0,304.4,143.6,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,61,216.0,296.6,155.4,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,62,224.0,284.2,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,63,210.0,284.0,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,64,214.0,288.0,152.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,65,212.0,276.6,164.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,66,218.0,280.2,163.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,67,220.0,272.2,159.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,68,216.0,304.2,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,69,216.0,280.4,156.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,70,216.0,284.2,155.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,71,216.0,280.0,167.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,72,214.0,292.0,151.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,73,218.0,300.4,159.6,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,74,224.0,292.6,143.4,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,75,212.0,300.2,155.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,76,216.0,272.0,159.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,77,214.0,272.0,159.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,78,212.0,272.2,151.4,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,79,216.0,284.2,168.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,80,220.0,292.0,155.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,81,218.0,296.4,156.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,82,216.0,284.2,155.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,83,216.0,280.2,156.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,84,216.0,288.4,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,85,212.0,280.0,152.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,86,212.0,280.2,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,87,216.0,280.2,163.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,88,212.0,264.0,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,89,220.0,272.4,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,90,220.0,284.4,167.6,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,91,224.0,292.2,164.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,92,214.0,284.4,165.7,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,93,224.0,296.0,168.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,94,216.0,312.0,160.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,95,220.0,288.0,155.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,96,214.0,276.4,155.4,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,97,212.0,292.2,143.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,98,212.0,284.6,152.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,99,212.0,284.2,164.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,100,216.0,296.0,163.6,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,101,226.0,285.0,159.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,102,212.0,304.0,152.0,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,103,216.0,284.4,159.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,104,212.0,288.0,159.8,1
70% Vaccinated,4.5,ME_ME_ME,1,12.5,105,28.0,48.0,16.0,1
90% Vaccinated,4.5,ME_ME_ME,1,12.5,0,0.0,0.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,1,0.0,0.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,2,0.0,1.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,3,0.0,4.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,4,0.0,6.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,5,0.0,10.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,6,0.0,16.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,7,0.0,13.15,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,8,0.0,20.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,9,0.0,22.15,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,10,0.0,25.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,11,0.0,24.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,12,0.0,23.2,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,13,0.0,27.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,14,0.0,25.7,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,15,0.0,30.1,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,16,0.0,23.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,17,0.0,23.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,18,0.0,23.15,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,19,0.0,27.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,20,0.0,21.15,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,21,0.0,17.2,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,22,0.0,20.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,23,0.0,15.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,24,0.0,13.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,25,0.0,8.1,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,26,0.0,5.1,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,27,0.0,5.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,28,0.0,4.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,29,0.0,3.05,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,30,0.0,3.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,31,0.0,2.0,0.0,0
90% Vaccinated,4.5,ME_ME_ME,1,12.5,32,0.0,2.05,0.0,0
