"v1trans","v2trans","vUptake","strategy","relax","R0","HALYprice","p"
90,50,75,"Tight Suppression",1,3.125,8000,0.290248671080917
50,75,75,"Tight Suppression",1,3.125,8000,0.489252909785137
75,75,75,"Tight Suppression",1,3.125,8000,0.457169970264658
90,75,75,"Tight Suppression",1,3.125,8000,0.952618741896003
50,90,75,"Tight Suppression",1,3.125,8000,0.228912550024688
75,90,75,"Tight Suppression",1,3.125,8000,0.259828019887209
90,90,75,"Tight Suppression",1,3.125,8000,0.673327644355595
50,50,90,"Tight Suppression",1,3.125,8000,0.904912923229858
75,50,90,"Tight Suppression",1,3.125,8000,0.708929002750665
90,50,90,"Tight Suppression",1,3.125,8000,0.126762352650985
50,75,90,"Tight Suppression",1,3.125,8000,0.462912085931748
75,75,90,"Tight Suppression",1,3.125,8000,0.318632686510682
90,75,90,"Tight Suppression",1,3.125,8000,0.810405061580241
50,90,90,"Tight Suppression",1,3.125,8000,0.137484108796343
75,90,90,"Tight Suppression",1,3.125,8000,0.989512679399922
90,90,90,"Tight Suppression",1,3.125,8000,0.304923988180235
50,50,60,"Moderate Elimination",1,3.125,8000,0.811246315017343
75,50,60,"Moderate Elimination",1,3.125,8000,0.456785217160359
90,50,60,"Moderate Elimination",1,3.125,8000,0.293999974383041
50,75,60,"Moderate Elimination",1,3.125,8000,0.0625712431501597
75,75,60,"Moderate Elimination",1,3.125,8000,0.777543309144676
90,75,60,"Moderate Elimination",1,3.125,8000,0.73530461685732
50,90,60,"Moderate Elimination",1,3.125,8000,0.140660691075027
75,90,60,"Moderate Elimination",1,3.125,8000,0.482921798713505
90,90,60,"Moderate Elimination",1,3.125,8000,0.659697292838246
50,50,75,"Moderate Elimination",1,3.125,8000,0.327615358168259
75,50,75,"Moderate Elimination",1,3.125,8000,0.177617153152823
90,50,75,"Moderate Elimination",1,3.125,8000,0.995580313261598
50,75,75,"Moderate Elimination",1,3.125,8000,0.556289887521416
75,75,75,"Moderate Elimination",1,3.125,8000,0.962445641402155
90,75,75,"Moderate Elimination",1,3.125,8000,0.741220927564427
50,90,75,"Moderate Elimination",1,3.125,8000,0.703471362125129
75,90,75,"Moderate Elimination",1,3.125,8000,0.77420086809434
90,90,75,"Moderate Elimination",1,3.125,8000,0.420611421344802
50,50,90,"Moderate Elimination",1,3.125,8000,0.577266292646527
75,50,90,"Moderate Elimination",1,3.125,8000,0.0984338957350701
90,50,90,"Moderate Elimination",1,3.125,8000,0.633002412971109
50,75,90,"Moderate Elimination",1,3.125,8000,0.110576700419188
75,75,90,"Moderate Elimination",1,3.125,8000,0.953781838063151
90,75,90,"Moderate Elimination",1,3.125,8000,0.731657827738672
50,90,90,"Moderate Elimination",1,3.125,8000,0.780910163884982
75,90,90,"Moderate Elimination",1,3.125,8000,0.789461685577407
90,90,90,"Moderate Elimination",1,3.125,8000,0.262936753686517
50,50,60,"Aggressive Elimination",1,3.125,8000,0.3094900297001
75,50,60,"Aggressive Elimination",1,3.125,8000,0.672276627039537
90,50,60,"Aggressive Elimination",1,3.125,8000,0.346637237351388
50,75,60,"Aggressive Elimination",1,3.125,8000,0.229131764965132
75,75,60,"Aggressive Elimination",1,3.125,8000,0.267886682413518
90,75,60,"Aggressive Elimination",1,3.125,8000,0.245627596974373
50,90,60,"Aggressive Elimination",1,3.125,8000,0.797116431640461
75,90,60,"Aggressive Elimination",1,3.125,8000,0.895392084261402
90,90,60,"Aggressive Elimination",1,3.125,8000,0.779432747978717
50,50,75,"Aggressive Elimination",1,3.125,8000,0.569116510916501
75,50,75,"Aggressive Elimination",1,3.125,8000,0.471175777493045
90,50,75,"Aggressive Elimination",1,3.125,8000,0.946236133342609
50,75,75,"Aggressive Elimination",1,3.125,8000,0.744996865745634
75,75,75,"Aggressive Elimination",1,3.125,8000,0.428538876120001
90,75,75,"Aggressive Elimination",1,3.125,8000,0.839309243252501
50,90,75,"Aggressive Elimination",1,3.125,8000,0.788827939424664
75,90,75,"Aggressive Elimination",1,3.125,8000,0.262096588267013
90,90,75,"Aggressive Elimination",1,3.125,8000,0.856477014953271
50,50,90,"Aggressive Elimination",1,3.125,8000,0.990244337823242
75,50,90,"Aggressive Elimination",1,3.125,8000,0.441422053147107
90,50,90,"Aggressive Elimination",1,3.125,8000,0.683373764622957
50,75,90,"Aggressive Elimination",1,3.125,8000,0.59980609593913
75,75,90,"Aggressive Elimination",1,3.125,8000,0.427548022475094
90,75,90,"Aggressive Elimination",1,3.125,8000,0.0215877701994032
50,90,90,"Aggressive Elimination",1,3.125,8000,0.59493338316679
75,90,90,"Aggressive Elimination",1,3.125,8000,0.00647726515308022
90,90,90,"Aggressive Elimination",1,3.125,8000,0.657692054286599
50,50,60,"Loose Suppression",0,3.75,8000,0.490151707781479
75,50,60,"Loose Suppression",0,3.75,8000,0.0693661449477077
90,50,60,"Loose Suppression",0,3.75,8000,0.256455660099164
50,75,60,"Loose Suppression",0,3.75,8000,0.0076735750772059
75,75,60,"Loose Suppression",0,3.75,8000,0.89545923168771
90,75,60,"Loose Suppression",0,3.75,8000,0.974800542462617
50,90,60,"Loose Suppression",0,3.75,8000,0.470913232304156
75,90,60,"Loose Suppression",0,3.75,8000,0.48730600788258
90,90,60,"Loose Suppression",0,3.75,8000,0.619079185416922
50,50,75,"Loose Suppression",0,3.75,8000,0.960636650910601
75,50,75,"Loose Suppression",0,3.75,8000,0.291427116142586
90,50,75,"Loose Suppression",0,3.75,8000,0.999416643986478
50,75,75,"Loose Suppression",0,3.75,8000,0.16275756014511
75,75,75,"Loose Suppression",0,3.75,8000,0.5788688454777
90,75,75,"Loose Suppression",0,3.75,8000,0.277366373455152
50,90,75,"Loose Suppression",0,3.75,8000,0.739562828326598
75,90,75,"Loose Suppression",0,3.75,8000,0.914514533709735
90,90,75,"Loose Suppression",0,3.75,8000,0.862355883931741
50,50,90,"Loose Suppression",0,3.75,8000,0.801518704742193
75,50,90,"Loose Suppression",0,3.75,8000,0.893366865348071
90,50,90,"Loose Suppression",0,3.75,8000,0.233735548099503
50,75,90,"Loose Suppression",0,3.75,8000,0.134835632517934
75,75,90,"Loose Suppression",0,3.75,8000,0.2332224980928
90,75,90,"Loose Suppression",0,3.75,8000,0.25388695159927
50,90,90,"Loose Suppression",0,3.75,8000,0.22758393199183
75,90,90,"Loose Suppression",0,3.75,8000,0.932477559661493
90,90,90,"Loose Suppression",0,3.75,8000,0.983020290499553
50,50,60,"Tight Suppression",0,3.75,8000,0.143176303710788
75,50,60,"Tight Suppression",0,3.75,8000,0.924928335938603
90,50,60,"Tight Suppression",0,3.75,8000,0.969521828461438
50,75,60,"Tight Suppression",0,3.75,8000,0.666426541283727
75,75,60,"Tight Suppression",0,3.75,8000,0.398575587198138
90,75,60,"Tight Suppression",0,3.75,8000,0.503578880336136
50,90,60,"Tight Suppression",0,3.75,8000,0.260574928717688
75,90,60,"Tight Suppression",0,3.75,8000,0.673073753714561
90,90,60,"Tight Suppression",0,3.75,8000,0.0801645410247147
50,50,75,"Tight Suppression",0,3.75,8000,0.13901397632435
75,50,75,"Tight Suppression",0,3.75,8000,0.552139403764158
90,50,75,"Tight Suppression",0,3.75,8000,0.175776255549863
50,75,75,"Tight Suppression",0,3.75,8000,0.541204906534404
75,75,75,"Tight Suppression",0,3.75,8000,0.0127065835986286
90,75,75,"Tight Suppression",0,3.75,8000,0.113655605353415
50,90,75,"Tight Suppression",0,3.75,8000,0.435200828826055
75,90,75,"Tight Suppression",0,3.75,8000,0.163985159713775
90,90,75,"Tight Suppression",0,3.75,8000,0.44430775847286
50,50,90,"Tight Suppression",0,3.75,8000,0.0241276675369591
75,50,90,"Tight Suppression",0,3.75,8000,0.618413588032126
90,50,90,"Tight Suppression",0,3.75,8000,0.843742069322616
50,75,90,"Tight Suppression",0,3.75,8000,0.259418561123312
75,75,90,"Tight Suppression",0,3.75,8000,0.451050949515775
90,75,90,"Tight Suppression",0,3.75,8000,0.461791003122926
50,90,90,"Tight Suppression",0,3.75,8000,0.190772230504081
75,90,90,"Tight Suppression",0,3.75,8000,0.285863652825356
90,90,90,"Tight Suppression",0,3.75,8000,0.215513262432069
50,50,60,"Moderate Elimination",0,3.75,8000,0.711206688545644
75,50,60,"Moderate Elimination",0,3.75,8000,0.803359811892733
90,50,60,"Moderate Elimination",0,3.75,8000,0.661658334778622
50,75,60,"Moderate Elimination",0,3.75,8000,0.185570719419047
75,75,60,"Moderate Elimination",0,3.75,8000,0.280333151575178
90,75,60,"Moderate Elimination",0,3.75,8000,0.497451409697533
50,90,60,"Moderate Elimination",0,3.75,8000,0.00722047756426036
75,90,60,"Moderate Elimination",0,3.75,8000,0.44767558388412
90,90,60,"Moderate Elimination",0,3.75,8000,0.342817573342472
50,50,75,"Moderate Elimination",0,3.75,8000,0.534521399065852
75,50,75,"Moderate Elimination",0,3.75,8000,0.65632421663031
90,50,75,"Moderate Elimination",0,3.75,8000,0.0540426881052554
50,75,75,"Moderate Elimination",0,3.75,8000,0.5880590188317
75,75,75,"Moderate Elimination",0,3.75,8000,0.166661571944132
90,75,75,"Moderate Elimination",0,3.75,8000,0.324168296996504
50,90,75,"Moderate Elimination",0,3.75,8000,0.691872763913125
75,90,75,"Moderate Elimination",0,3.75,8000,0.981971404282376
90,90,75,"Moderate Elimination",0,3.75,8000,0.11161911371164
50,50,90,"Moderate Elimination",0,3.75,8000,0.545130623271689
75,50,90,"Moderate Elimination",0,3.75,8000,0.115891716908664
90,50,90,"Moderate Elimination",0,3.75,8000,0.603464306797832
50,75,90,"Moderate Elimination",0,3.75,8000,0.688013806240633
75,75,90,"Moderate Elimination",0,3.75,8000,0.00316309975460172
90,75,90,"Moderate Elimination",0,3.75,8000,0.185952311614528
50,90,90,"Moderate Elimination",0,3.75,8000,0.49752903659828
75,90,90,"Moderate Elimination",0,3.75,8000,0.267235286999494
90,90,90,"Moderate Elimination",0,3.75,8000,0.608336544129997
50,50,60,"Aggressive Elimination",0,3.75,8000,0.480330378049985
75,50,60,"Aggressive Elimination",0,3.75,8000,0.0218961727805436
90,50,60,"Aggressive Elimination",0,3.75,8000,0.465154425473884
50,75,60,"Aggressive Elimination",0,3.75,8000,0.501075944164768
75,75,60,"Aggressive Elimination",0,3.75,8000,0.166155426530167
90,75,60,"Aggressive Elimination",0,3.75,8000,0.249225274892524
50,90,60,"Aggressive Elimination",0,3.75,8000,0.175748016685247
75,90,60,"Aggressive Elimination",0,3.75,8000,0.222445411607623
90,90,60,"Aggressive Elimination",0,3.75,8000,0.0260657931212336
50,50,75,"Aggressive Elimination",0,3.75,8000,0.713262303499505
75,50,75,"Aggressive Elimination",0,3.75,8000,0.0284309787675738
90,50,75,"Aggressive Elimination",0,3.75,8000,0.935009030159563
50,75,75,"Aggressive Elimination",0,3.75,8000,0.195960407145321
75,75,75,"Aggressive Elimination",0,3.75,8000,0.655953969573602
90,75,75,"Aggressive Elimination",0,3.75,8000,0.918519215425476
50,90,75,"Aggressive Elimination",0,3.75,8000,0.71746537857689
75,90,75,"Aggressive Elimination",0,3.75,8000,0.0467133151832968
90,90,75,"Aggressive Elimination",0,3.75,8000,0.706399823538959
50,50,90,"Aggressive Elimination",0,3.75,8000,0.22012814716436
75,50,90,"Aggressive Elimination",0,3.75,8000,0.890074572758749
90,50,90,"Aggressive Elimination",0,3.75,8000,0.804846147308126
50,75,90,"Aggressive Elimination",0,3.75,8000,0.906379093881696
75,75,90,"Aggressive Elimination",0,3.75,8000,0.610976626863703
90,75,90,"Aggressive Elimination",0,3.75,8000,0.433680579531938
50,90,90,"Aggressive Elimination",0,3.75,8000,0.0401252768933773
75,90,90,"Aggressive Elimination",0,3.75,8000,0.528626887360588
90,90,90,"Aggressive Elimination",0,3.75,8000,0.993899029213935
50,50,60,"Loose Suppression",1,3.75,8000,0.61454580235295
75,50,60,"Loose Suppression",1,3.75,8000,0.690636626677588
90,50,60,"Loose Suppression",1,3.75,8000,0.180177612928674
50,75,60,"Loose Suppression",1,3.75,8000,0.0850599117111415
75,75,60,"Loose Suppression",1,3.75,8000,0.872194844298065
90,75,60,"Loose Suppression",1,3.75,8000,0.671328806085512
50,90,60,"Loose Suppression",1,3.75,8000,0.366051377495751
75,90,60,"Loose Suppression",1,3.75,8000,0.110185277881101
90,90,60,"Loose Suppression",1,3.75,8000,0.444964586757123
50,50,75,"Loose Suppression",1,3.75,8000,0.0764612671919167
75,50,75,"Loose Suppression",1,3.75,8000,0.357021449599415
90,50,75,"Loose Suppression",1,3.75,8000,0.224541556090117
50,75,75,"Loose Suppression",1,3.75,8000,0.044533527456224
75,75,75,"Loose Suppression",1,3.75,8000,0.662114238133654
90,75,75,"Loose Suppression",1,3.75,8000,0.648139282362536
50,90,75,"Loose Suppression",1,3.75,8000,0.151590107707307
75,90,75,"Loose Suppression",1,3.75,8000,0.144990452565253
90,90,75,"Loose Suppression",1,3.75,8000,0.889125395100564
50,50,90,"Loose Suppression",1,3.75,8000,0.553186471108347
75,50,90,"Loose Suppression",1,3.75,8000,0.369430904043838
90,50,90,"Loose Suppression",1,3.75,8000,0.519239255459979
50,75,90,"Loose Suppression",1,3.75,8000,0.460573982680216
75,75,90,"Loose Suppression",1,3.75,8000,0.796278608730063
90,75,90,"Loose Suppression",1,3.75,8000,0.389383350498974
50,90,90,"Loose Suppression",1,3.75,8000,0.778908521635458
75,90,90,"Loose Suppression",1,3.75,8000,0.847030094126239
90,90,90,"Loose Suppression",1,3.75,8000,0.987171851797029
50,50,60,"Tight Suppression",1,3.75,8000,0.96536789718084
75,50,60,"Tight Suppression",1,3.75,8000,0.853395730722696
90,50,60,"Tight Suppression",1,3.75,8000,0.565918089356273
50,75,60,"Tight Suppression",1,3.75,8000,0.0398747869767249
75,75,60,"Tight Suppression",1,3.75,8000,0.150913995224983
90,75,60,"Tight Suppression",1,3.75,8000,0.578036558348686
50,90,60,"Tight Suppression",1,3.75,8000,0.602321543032303
75,90,60,"Tight Suppression",1,3.75,8000,0.883998192613944
90,90,60,"Tight Suppression",1,3.75,8000,0.559316387632862
50,50,75,"Tight Suppression",1,3.75,8000,0.716969746164978
75,50,75,"Tight Suppression",1,3.75,8000,0.855228368658572
90,50,75,"Tight Suppression",1,3.75,8000,0.288265265990049
50,75,75,"Tight Suppression",1,3.75,8000,0.846164570888504
75,75,75,"Tight Suppression",1,3.75,8000,0.860127939609811
90,75,75,"Tight Suppression",1,3.75,8000,0.276622076518834
50,90,75,"Tight Suppression",1,3.75,8000,0.525431696325541
75,90,75,"Tight Suppression",1,3.75,8000,0.796644101850688
90,90,75,"Tight Suppression",1,3.75,8000,0.599418719764799
50,50,90,"Tight Suppression",1,3.75,8000,0.0400368527043611
75,50,90,"Tight Suppression",1,3.75,8000,0.220579103799537
90,50,90,"Tight Suppression",1,3.75,8000,0.709878134541214
50,75,90,"Tight Suppression",1,3.75,8000,0.827930622268468
75,75,90,"Tight Suppression",1,3.75,8000,0.868601489812136
90,75,90,"Tight Suppression",1,3.75,8000,0.0759072818327695
50,90,90,"Tight Suppression",1,3.75,8000,0.20912169967778
75,90,90,"Tight Suppression",1,3.75,8000,0.720736921997741
90,90,90,"Tight Suppression",1,3.75,8000,0.500406393315643
50,50,60,"Moderate Elimination",1,3.75,8000,0.91850457014516
75,50,60,"Moderate Elimination",1,3.75,8000,0.861679315799847
90,50,60,"Moderate Elimination",1,3.75,8000,0.132953371619806
50,75,60,"Moderate Elimination",1,3.75,8000,0.425601336872205
75,75,60,"Moderate Elimination",1,3.75,8000,0.543749585980549
90,75,60,"Moderate Elimination",1,3.75,8000,0.46383608225733
50,90,60,"Moderate Elimination",1,3.75,8000,0.841300080297515
75,90,60,"Moderate Elimination",1,3.75,8000,0.84468632680364
90,90,60,"Moderate Elimination",1,3.75,8000,0.44038122263737
50,50,75,"Moderate Elimination",1,3.75,8000,0.606216767104343
75,50,75,"Moderate Elimination",1,3.75,8000,0.492574147647247
90,50,75,"Moderate Elimination",1,3.75,8000,0.258698180085048
50,75,75,"Moderate Elimination",1,3.75,8000,0.71345692826435
75,75,75,"Moderate Elimination",1,3.75,8000,0.242812666576356
90,75,75,"Moderate Elimination",1,3.75,8000,0.028051172150299
50,90,75,"Moderate Elimination",1,3.75,8000,0.359516774304211
75,90,75,"Moderate Elimination",1,3.75,8000,0.363423824543133
90,90,75,"Moderate Elimination",1,3.75,8000,0.122661179397255
50,50,90,"Moderate Elimination",1,3.75,8000,0.0759698341134936
75,50,90,"Moderate Elimination",1,3.75,8000,0.837733255000785
90,50,90,"Moderate Elimination",1,3.75,8000,0.299835265148431
50,75,90,"Moderate Elimination",1,3.75,8000,0.812543014762923
75,75,90,"Moderate Elimination",1,3.75,8000,0.263831260614097
90,75,90,"Moderate Elimination",1,3.75,8000,0.625726214144379
50,90,90,"Moderate Elimination",1,3.75,8000,0.725600668229163
75,90,90,"Moderate Elimination",1,3.75,8000,0.932405290659517
90,90,90,"Moderate Elimination",1,3.75,8000,0.394068732857704
50,50,60,"Aggressive Elimination",1,3.75,8000,0.167747844941914
75,50,60,"Aggressive Elimination",1,3.75,8000,0.522022808669135
90,50,60,"Aggressive Elimination",1,3.75,8000,0.69039777526632
50,75,60,"Aggressive Elimination",1,3.75,8000,0.591739675262943
75,75,60,"Aggressive Elimination",1,3.75,8000,0.851218260126188
90,75,60,"Aggressive Elimination",1,3.75,8000,0.736288564279675
50,90,60,"Aggressive Elimination",1,3.75,8000,0.774316465249285
75,90,60,"Aggressive Elimination",1,3.75,8000,0.935662392294034
90,90,60,"Aggressive Elimination",1,3.75,8000,0.492320182733238
50,50,75,"Aggressive Elimination",1,3.75,8000,0.00861781230196357
75,50,75,"Aggressive Elimination",1,3.75,8000,0.245219131931663
90,50,75,"Aggressive Elimination",1,3.75,8000,0.220042495056987
50,75,75,"Aggressive Elimination",1,3.75,8000,0.876440782565624
75,75,75,"Aggressive Elimination",1,3.75,8000,0.16041411855258
90,75,75,"Aggressive Elimination",1,3.75,8000,0.260417043464258
50,90,75,"Aggressive Elimination",1,3.75,8000,0.539780603023246
75,90,75,"Aggressive Elimination",1,3.75,8000,0.459050193894655
90,90,75,"Aggressive Elimination",1,3.75,8000,0.683902577729896
50,50,90,"Aggressive Elimination",1,3.75,8000,0.547340561868623
75,50,90,"Aggressive Elimination",1,3.75,8000,0.461433209013194
90,50,90,"Aggressive Elimination",1,3.75,8000,0.701383393723518
50,75,90,"Aggressive Elimination",1,3.75,8000,0.347834821324795
75,75,90,"Aggressive Elimination",1,3.75,8000,0.779700157698244
90,75,90,"Aggressive Elimination",1,3.75,8000,0.390721316216514
50,90,90,"Aggressive Elimination",1,3.75,8000,0.513510845368728
75,90,90,"Aggressive Elimination",1,3.75,8000,0.615809039678425
90,90,90,"Aggressive Elimination",1,3.75,8000,0.308355543762445
50,50,60,"Loose Suppression",0,2.5,9000,0.272210360504687
75,50,60,"Loose Suppression",0,2.5,9000,0.202455137856305
90,50,60,"Loose Suppression",0,2.5,9000,0.758263401919976
50,75,60,"Loose Suppression",0,2.5,9000,0.850087409140542
75,75,60,"Loose Suppression",0,2.5,9000,0.771064816275612
90,75,60,"Loose Suppression",0,2.5,9000,0.0479117257054895
50,90,60,"Loose Suppression",0,2.5,9000,0.674041455611587
75,90,60,"Loose Suppression",0,2.5,9000,0.63564623775892
90,90,60,"Loose Suppression",0,2.5,9000,0.88581455941312
50,50,75,"Loose Suppression",0,2.5,9000,0.15639404207468
75,50,75,"Loose Suppression",0,2.5,9000,0.228693367214873
90,50,75,"Loose Suppression",0,2.5,9000,0.272695310646668
50,75,75,"Loose Suppression",0,2.5,9000,0.433057050453499
75,75,75,"Loose Suppression",0,2.5,9000,0.156138201244175
90,75,75,"Loose Suppression",0,2.5,9000,0.366896144114435
50,90,75,"Loose Suppression",0,2.5,9000,0.202384432777762
75,90,75,"Loose Suppression",0,2.5,9000,0.639809285290539
90,90,75,"Loose Suppression",0,2.5,9000,0.204672720748931
50,50,90,"Loose Suppression",0,2.5,9000,0.0964365501422435
75,50,90,"Loose Suppression",0,2.5,9000,0.300931092118844
90,50,90,"Loose Suppression",0,2.5,9000,0.0012348189484328
50,75,90,"Loose Suppression",0,2.5,9000,0.575474238023162
75,75,90,"Loose Suppression",0,2.5,9000,0.158218652242795
90,75,90,"Loose Suppression",0,2.5,9000,0.715241938829422
50,90,90,"Loose Suppression",0,2.5,9000,0.325842754449695
75,90,90,"Loose Suppression",0,2.5,9000,0.65826208377257
90,90,90,"Loose Suppression",0,2.5,9000,0.343254333827645
50,50,60,"Tight Suppression",0,2.5,9000,0.0164872417226434
75,50,60,"Tight Suppression",0,2.5,9000,0.866391631774604
90,50,60,"Tight Suppression",0,2.5,9000,0.314003152772784
50,75,60,"Tight Suppression",0,2.5,9000,0.819667416159064
75,75,60,"Tight Suppression",0,2.5,9000,0.94201820413582
90,75,60,"Tight Suppression",0,2.5,9000,0.349380291998386
50,90,60,"Tight Suppression",0,2.5,9000,0.702088047750294
75,90,60,"Tight Suppression",0,2.5,9000,0.825525725027546
90,90,60,"Tight Suppression",0,2.5,9000,0.837873501237482
50,50,75,"Tight Suppression",0,2.5,9000,0.0287813236936927
75,50,75,"Tight Suppression",0,2.5,9000,0.427653926191851
90,50,75,"Tight Suppression",0,2.5,9000,0.435858773067594
50,75,75,"Tight Suppression",0,2.5,9000,0.626949467230588
75,75,75,"Tight Suppression",0,2.5,9000,0.171141929924488
90,75,75,"Tight Suppression",0,2.5,9000,0.767996629234403
50,90,75,"Tight Suppression",0,2.5,9000,0.340998959727585
75,90,75,"Tight Suppression",0,2.5,9000,0.826291077770293
90,90,75,"Tight Suppression",0,2.5,9000,0.809055916965008
50,50,90,"Tight Suppression",0,2.5,9000,0.237985356478021
75,50,90,"Tight Suppression",0,2.5,9000,0.912434917641804
90,50,90,"Tight Suppression",0,2.5,9000,0.145715478807688
50,75,90,"Tight Suppression",0,2.5,9000,0.0844295111019164
75,75,90,"Tight Suppression",0,2.5,9000,0.346512894146144
90,75,90,"Tight Suppression",0,2.5,9000,0.474498555762693
50,90,90,"Tight Suppression",0,2.5,9000,0.277873095357791
75,90,90,"Tight Suppression",0,2.5,9000,0.761348383966833
90,90,90,"Tight Suppression",0,2.5,9000,0.424436963163316
50,50,60,"Moderate Elimination",0,2.5,9000,0.909071838948876
75,50,60,"Moderate Elimination",0,2.5,9000,0.169484327547252
90,50,60,"Moderate Elimination",0,2.5,9000,0.918309061555192
50,75,60,"Moderate Elimination",0,2.5,9000,0.0721590060275048
75,75,60,"Moderate Elimination",0,2.5,9000,0.743501581484452
90,75,60,"Moderate Elimination",0,2.5,9000,0.377225245116279
50,90,60,"Moderate Elimination",0,2.5,9000,0.370249140076339
75,90,60,"Moderate Elimination",0,2.5,9000,0.0370127256028354
90,90,60,"Moderate Elimination",0,2.5,9000,0.419134161667898
50,50,75,"Moderate Elimination",0,2.5,9000,0.531844100216404
75,50,75,"Moderate Elimination",0,2.5,9000,0.251618228387088
90,50,75,"Moderate Elimination",0,2.5,9000,0.867671351879835
50,75,75,"Moderate Elimination",0,2.5,9000,0.292506212834269
75,75,75,"Moderate Elimination",0,2.5,9000,0.264493261696771
90,75,75,"Moderate Elimination",0,2.5,9000,0.852409474551678
50,90,75,"Moderate Elimination",0,2.5,9000,0.563698368612677
75,90,75,"Moderate Elimination",0,2.5,9000,0.94804127747193
90,90,75,"Moderate Elimination",0,2.5,9000,0.945262078894302
50,50,90,"Moderate Elimination",0,2.5,9000,0.926952253561467
75,50,90,"Moderate Elimination",0,2.5,9000,0.965163550339639
90,50,90,"Moderate Elimination",0,2.5,9000,0.439990123501047
50,75,90,"Moderate Elimination",0,2.5,9000,0.932392298476771
75,75,90,"Moderate Elimination",0,2.5,9000,0.7898211220745
90,75,90,"Moderate Elimination",0,2.5,9000,0.15290270280093
50,90,90,"Moderate Elimination",0,2.5,9000,0.724358967039734
75,90,90,"Moderate Elimination",0,2.5,9000,0.0392846344038844
90,90,90,"Moderate Elimination",0,2.5,9000,0.288236163789406
50,50,60,"Aggressive Elimination",0,2.5,9000,0.061398901976645
75,50,60,"Aggressive Elimination",0,2.5,9000,0.120608079014346
90,50,60,"Aggressive Elimination",0,2.5,9000,0.548679889179766
50,75,60,"Aggressive Elimination",0,2.5,9000,0.140353994444013
75,75,60,"Aggressive Elimination",0,2.5,9000,0.117926593171433
90,75,60,"Aggressive Elimination",0,2.5,9000,0.269832684425637
50,90,60,"Aggressive Elimination",0,2.5,9000,0.290664043510333
75,90,60,"Aggressive Elimination",0,2.5,9000,0.120525065110996
90,90,60,"Aggressive Elimination",0,2.5,9000,0.527698703110218
50,50,75,"Aggressive Elimination",0,2.5,9000,0.244384982157499
75,50,75,"Aggressive Elimination",0,2.5,9000,0.00975880003534257
90,50,75,"Aggressive Elimination",0,2.5,9000,0.773759910138324
50,75,75,"Aggressive Elimination",0,2.5,9000,0.755042497068644
75,75,75,"Aggressive Elimination",0,2.5,9000,0.58245155075565
90,75,75,"Aggressive Elimination",0,2.5,9000,0.923978636041284
50,90,75,"Aggressive Elimination",0,2.5,9000,0.929433138342574
75,90,75,"Aggressive Elimination",0,2.5,9000,0.770149521529675
90,90,75,"Aggressive Elimination",0,2.5,9000,0.38757640728727
50,50,90,"Aggressive Elimination",0,2.5,9000,0.539673711173236
75,50,90,"Aggressive Elimination",0,2.5,9000,0.666543945670128
90,50,90,"Aggressive Elimination",0,2.5,9000,0.244578223209828
50,75,90,"Aggressive Elimination",0,2.5,9000,0.769591563381255
75,75,90,"Aggressive Elimination",0,2.5,9000,0.787232107715681
90,75,90,"Aggressive Elimination",0,2.5,9000,0.445946359774098
50,90,90,"Aggressive Elimination",0,2.5,9000,0.760056984843686
75,90,90,"Aggressive Elimination",0,2.5,9000,0.713880374561995
90,90,90,"Aggressive Elimination",0,2.5,9000,0.745696218451485
50,50,60,"Loose Suppression",1,2.5,9000,0.0450926846824586
75,50,60,"Loose Suppression",1,2.5,9000,0.491129389964044
90,50,60,"Loose Suppression",1,2.5,9000,0.775166326900944
50,75,60,"Loose Suppression",1,2.5,9000,0.802396846702322
75,75,60,"Loose Suppression",1,2.5,9000,0.765543969348073
90,75,60,"Loose Suppression",1,2.5,9000,0.582310817902908
50,90,60,"Loose Suppression",1,2.5,9000,0.540933299809694
75,90,60,"Loose Suppression",1,2.5,9000,0.061759848613292
90,90,60,"Loose Suppression",1,2.5,9000,0.0342205394990742
50,50,75,"Loose Suppression",1,2.5,9000,0.140406510559842
75,50,75,"Loose Suppression",1,2.5,9000,0.275913188466802
90,50,75,"Loose Suppression",1,2.5,9000,0.16454343101941
50,75,75,"Loose Suppression",1,2.5,9000,0.232538381125778
75,75,75,"Loose Suppression",1,2.5,9000,0.805834019323811
90,75,75,"Loose Suppression",1,2.5,9000,0.284274609293789
50,90,75,"Loose Suppression",1,2.5,9000,0.636715485947207
75,90,75,"Loose Suppression",1,2.5,9000,0.667314440477639
90,90,75,"Loose Suppression",1,2.5,9000,0.761417768197134
50,50,90,"Loose Suppression",1,2.5,9000,0.712552865268663
75,50,90,"Loose Suppression",1,2.5,9000,0.00353909004479647
90,50,90,"Loose Suppression",1,2.5,9000,0.388652025023475
50,75,90,"Loose Suppression",1,2.5,9000,0.17446516873315
75,75,90,"Loose Suppression",1,2.5,9000,0.658168462570757
90,75,90,"Loose Suppression",1,2.5,9000,0.782859643688425
50,90,90,"Loose Suppression",1,2.5,9000,0.65367393498309
75,90,90,"Loose Suppression",1,2.5,9000,0.679990479024127
90,90,90,"Loose Suppression",1,2.5,9000,0.278701411793008
50,50,60,"Tight Suppression",1,2.5,9000,0.715799849480391
75,50,60,"Tight Suppression",1,2.5,9000,0.784209662117064
90,50,60,"Tight Suppression",1,2.5,9000,0.536958176409826
50,75,60,"Tight Suppression",1,2.5,9000,0.895483877277002
