vu,R0,str,vk,va,tp,ms,wk,q50,q95,q5,bo
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,38,27.0,55.41,12.86,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,39,29.57,56.64,14.12,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,40,28.29,47.64,11.57,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,41,27.64,54.26,12.86,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,42,26.36,52.78,12.86,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,43,25.71,52.78,11.53,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,44,24.43,51.43,14.14,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,45,25.71,46.29,12.79,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,46,27.0,50.34,15.36,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,47,28.29,46.41,11.55,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,48,27.64,47.06,14.08,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,49,27.0,54.19,16.71,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,50,27.0,54.0,15.43,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,51,26.36,50.21,12.79,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,52,24.43,42.43,14.14,0
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,53,25.71,43.71,12.86,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,54,24.43,41.21,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,55,25.71,47.7,14.08,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,56,26.36,48.99,15.36,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,57,28.29,48.92,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,58,27.0,50.27,16.65,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,59,29.57,51.62,16.65,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,60,27.0,46.48,16.71,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,61,27.0,46.35,15.36,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,62,24.43,45.19,14.08,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,63,25.07,48.92,12.79,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,64,25.71,46.29,15.36,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,65,25.71,48.92,12.86,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,66,28.93,47.64,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,67,27.0,48.99,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,68,27.0,47.57,12.39,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,69,26.36,56.64,14.01,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,70,27.0,46.67,14.01,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,71,25.71,43.71,12.79,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,72,24.43,45.06,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,73,26.36,43.91,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,74,27.64,47.7,14.08,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,75,27.0,54.13,14.08,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,76,27.0,45.06,12.86,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,77,28.29,46.35,14.08,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,78,24.43,50.21,12.79,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,79,24.43,45.13,14.14,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,80,24.43,42.43,12.86,1
70% Vaccinated,6.5,ME_ME_TS,1,5.0,ass100_90at5,2,81,25.71,43.71,14.96,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,0,0.0,0.0,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,1,0.0,0.72,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,2,0.0,4.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,3,0.0,6.72,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,4,0.14,7.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,5,0.5,7.75,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,6,0.57,9.31,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,7,0.86,9.04,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,8,1.14,10.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,9,1.86,13.29,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,10,2.0,9.43,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,11,1.93,12.88,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,12,1.93,10.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,13,1.86,11.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,14,1.93,13.11,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,15,2.0,9.0,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,16,1.86,7.8,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,17,2.0,8.14,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,18,1.71,7.74,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,19,2.0,7.29,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,20,1.79,6.86,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,21,1.71,7.34,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,22,1.86,7.3,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,23,1.86,7.87,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,24,2.0,7.87,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,25,2.07,6.88,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,26,1.93,7.78,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,27,1.86,7.71,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,28,1.93,6.44,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,29,1.93,6.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,30,2.29,9.19,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,31,2.5,9.0,0.42,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,32,3.64,12.87,0.57,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,33,4.79,20.94,0.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,34,6.5,27.04,1.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,35,8.36,44.49,1.28,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,36,9.93,63.51,2.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,37,15.93,77.34,3.27,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,38,21.0,68.81,2.71,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,39,27.0,86.21,4.23,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,40,28.29,83.64,4.13,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,41,26.79,85.37,5.11,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,42,27.64,88.71,5.1,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,43,27.0,77.34,3.7,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,44,21.86,84.86,3.86,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,45,19.29,77.14,3.84,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,46,18.21,66.15,3.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,47,18.0,54.39,3.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,48,16.71,58.05,3.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,49,18.0,58.11,3.98,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,50,18.0,66.92,4.7,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,51,18.21,70.84,4.26,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,52,18.86,78.56,5.1,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,53,19.71,74.7,3.0,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,54,19.07,77.34,3.84,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,55,15.86,69.62,4.81,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,56,17.14,81.13,3.7,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,57,17.36,64.76,3.68,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,58,16.93,69.56,3.86,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,59,17.36,58.05,3.41,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,60,14.79,60.49,3.96,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,61,14.14,50.46,3.42,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,62,15.64,50.4,3.85,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,63,15.21,52.97,2.85,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,64,15.64,55.29,3.84,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,65,15.43,63.0,3.28,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,66,14.14,58.11,3.4,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,67,16.29,69.43,4.25,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,68,18.43,62.55,3.8,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,69,22.93,69.56,4.66,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,70,23.57,73.35,4.22,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,71,20.57,73.54,3.69,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,72,19.29,81.19,3.98,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,73,19.29,70.84,3.41,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,74,20.57,62.1,3.85,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,75,18.0,65.96,4.26,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,76,19.07,73.35,5.13,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,77,18.0,81.19,5.51,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,78,17.79,65.96,4.67,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,79,18.0,66.15,3.99,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,80,16.71,63.39,3.86,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,1a,81,16.5,70.01,3.42,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,0,0.0,0.01,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,1,0.0,0.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,2,0.0,2.72,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,3,0.0,3.29,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,4,0.14,6.3,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,5,0.36,6.53,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,6,0.43,8.46,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,7,0.71,7.48,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,8,0.93,8.19,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,9,1.21,10.29,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,10,1.14,9.99,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,11,1.14,10.31,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,12,1.29,9.09,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,13,1.43,9.94,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,14,1.29,9.43,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,15,1.36,7.89,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,16,1.57,9.0,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,17,1.5,6.61,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,18,1.57,6.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,19,1.43,6.0,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,20,1.29,4.31,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,21,1.14,5.01,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,22,1.36,5.15,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,23,1.14,5.73,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,24,1.21,4.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,25,1.14,5.9,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,26,1.29,5.43,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,27,1.14,5.46,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,28,1.36,4.58,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,29,1.07,5.31,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,30,1.5,4.89,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,31,1.79,6.22,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,32,2.0,9.01,0.28,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,33,2.29,10.71,0.42,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,34,2.86,12.86,0.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,35,3.29,13.48,0.71,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,36,3.86,16.91,0.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,37,4.29,16.78,0.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,38,4.29,19.31,1.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,39,4.64,15.45,1.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,40,5.21,19.44,1.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,41,5.21,25.37,1.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,42,5.86,27.13,1.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,43,6.0,28.54,1.56,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,44,6.0,23.4,1.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,45,6.0,20.57,2.52,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,46,6.43,19.35,2.14,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,47,7.07,21.51,2.27,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,48,6.36,20.64,1.85,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,49,7.07,23.27,2.28,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,50,6.86,27.06,1.86,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,51,7.29,27.06,2.0,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,52,6.86,29.64,1.86,0
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,53,7.29,31.33,1.86,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,54,8.14,28.05,2.0,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,55,7.29,32.21,1.56,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,56,7.93,29.76,1.71,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,57,8.57,28.35,1.85,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,58,8.57,33.49,1.99,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,59,8.57,30.99,2.13,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,60,7.71,31.11,2.0,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,61,6.86,27.13,1.99,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,62,7.5,34.71,1.85,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,63,7.71,29.76,2.14,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,64,7.29,36.0,2.0,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,65,7.93,36.0,1.98,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,66,7.93,38.57,1.71,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,67,7.71,36.19,1.43,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,68,9.0,28.67,1.71,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,69,8.93,30.92,1.7,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,70,9.0,28.35,1.86,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,71,7.79,32.14,1.57,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,72,7.93,34.71,1.28,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,73,7.71,29.83,1.71,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,74,7.5,34.31,1.99,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,75,7.93,31.74,1.7,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,76,8.0,29.57,2.14,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,77,6.86,27.19,1.85,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,78,7.36,23.61,1.71,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,79,7.29,25.78,2.26,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,80,7.71,34.78,1.86,1
80% Vaccinated,6.5,ME_ME_TS,0,0.2,ass100_90at5,2,81,7.29,28.41,1.84,1
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,0,0.0,0.0,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,1,0.0,0.72,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,2,0.0,4.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,3,0.0,6.72,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,4,0.14,7.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,5,0.5,7.75,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,6,0.57,9.31,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,7,0.86,9.04,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,8,1.14,10.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,9,1.86,13.29,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,10,2.0,9.43,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,11,1.93,12.88,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,12,1.93,10.86,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,13,1.86,11.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,14,1.93,13.11,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,15,2.0,9.0,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,16,1.86,7.8,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,17,2.0,8.14,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,18,1.71,7.74,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,19,2.0,7.29,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,20,1.79,6.86,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,21,1.71,7.34,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,22,1.86,7.3,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,23,1.86,7.87,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,24,2.0,7.87,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,25,2.07,6.88,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,26,1.93,7.78,0.14,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,27,1.86,7.71,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,28,1.93,6.44,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,29,1.93,6.76,0.0,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,30,2.29,7.72,0.57,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,31,5.07,11.84,1.99,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,32,9.36,21.99,4.69,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,33,13.79,33.51,5.56,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,34,21.43,49.14,6.25,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,35,27.64,76.11,9.86,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,36,33.43,81.13,11.51,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,37,40.5,85.44,11.57,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,38,38.57,93.47,15.43,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,39,37.93,95.4,11.51,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,40,32.79,89.1,14.08,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,41,27.0,77.34,8.96,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,42,25.71,72.06,8.12,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,43,19.29,69.43,7.26,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,44,18.0,58.24,6.43,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,45,19.5,57.86,6.43,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,46,16.71,53.16,6.43,0
80% Vaccinated,6.5,ME_ME_TS,0,1.0,ass100_90at5,1a,47,17.57,60.43,6.84,0
