"strategy","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","vaccine_uptake","relax_strategies","unmitigated_reproduction_rate","effect","change_in_HALYs","type"
"Moderate Elimination",75,50,90,1,3.75,"COVID-19",-13.71,"Morbidity"
"Moderate Elimination",75,75,90,0,2.5,"COVID-19",-2.13,"Morbidity"
"Moderate Elimination",75,75,90,0,3.125,"COVID-19",-4.08,"Morbidity"
"Moderate Elimination",75,75,90,0,3.75,"COVID-19",-8.14,"Morbidity"
"Moderate Elimination",75,75,90,1,2.5,"COVID-19",-2.3,"Morbidity"
"Moderate Elimination",75,75,90,1,3.125,"COVID-19",-4.66,"Morbidity"
"Moderate Elimination",75,75,90,1,3.75,"COVID-19",-10.62,"Morbidity"
"Moderate Elimination",75,90,90,0,2.5,"COVID-19",-1.94,"Morbidity"
"Moderate Elimination",75,90,90,0,3.125,"COVID-19",-3.64,"Morbidity"
"Moderate Elimination",75,90,90,0,3.75,"COVID-19",-7.28,"Morbidity"
"Moderate Elimination",75,90,90,1,2.5,"COVID-19",-2,"Morbidity"
"Moderate Elimination",75,90,90,1,3.125,"COVID-19",-4.03,"Morbidity"
"Moderate Elimination",75,90,90,1,3.75,"COVID-19",-8.96,"Morbidity"
"Moderate Elimination",90,50,90,0,2.5,"COVID-19",-2.19,"Morbidity"
"Moderate Elimination",90,50,90,0,3.125,"COVID-19",-4.06,"Morbidity"
"Moderate Elimination",90,50,90,0,3.75,"COVID-19",-8.02,"Morbidity"
"Moderate Elimination",90,50,90,1,2.5,"COVID-19",-2.44,"Morbidity"
"Moderate Elimination",90,50,90,1,3.125,"COVID-19",-4.75,"Morbidity"
"Moderate Elimination",90,50,90,1,3.75,"COVID-19",-10.44,"Morbidity"
"Moderate Elimination",90,75,90,0,2.5,"COVID-19",-1.88,"Morbidity"
"Moderate Elimination",90,75,90,0,3.125,"COVID-19",-3.51,"Morbidity"
"Moderate Elimination",90,75,90,0,3.75,"COVID-19",-6.87,"Morbidity"
"Moderate Elimination",90,75,90,1,2.5,"COVID-19",-2.02,"Morbidity"
"Moderate Elimination",90,75,90,1,3.125,"COVID-19",-3.94,"Morbidity"
"Moderate Elimination",90,75,90,1,3.75,"COVID-19",-8.17,"Morbidity"
"Moderate Elimination",90,90,90,0,2.5,"COVID-19",-1.66,"Morbidity"
"Moderate Elimination",90,90,90,0,3.125,"COVID-19",-3.19,"Morbidity"
"Moderate Elimination",90,90,90,0,3.75,"COVID-19",-6.17,"Morbidity"
"Moderate Elimination",90,90,90,1,2.5,"COVID-19",-1.77,"Morbidity"
"Moderate Elimination",90,90,90,1,3.125,"COVID-19",-3.4,"Morbidity"
"Moderate Elimination",90,90,90,1,3.75,"COVID-19",-6.98,"Morbidity"
"Moderate Elimination",50,50,60,0,2.5,"COVID-19",-6.49,"Mortality"
"Moderate Elimination",50,50,60,0,3.125,"COVID-19",-13.91,"Mortality"
"Moderate Elimination",50,50,60,0,3.75,"COVID-19",-24.41,"Mortality"
"Moderate Elimination",50,50,60,1,2.5,"COVID-19",-8.14,"Mortality"
"Moderate Elimination",50,50,60,1,3.125,"COVID-19",-19.52,"Mortality"
"Moderate Elimination",50,50,60,1,3.75,"COVID-19",-64.94,"Mortality"
"Moderate Elimination",50,75,60,0,2.5,"COVID-19",-5.88,"Mortality"
"Moderate Elimination",50,75,60,0,3.125,"COVID-19",-12.3,"Mortality"
"Moderate Elimination",50,75,60,0,3.75,"COVID-19",-23.11,"Mortality"
"Moderate Elimination",50,75,60,1,2.5,"COVID-19",-7.1,"Mortality"
"Moderate Elimination",50,75,60,1,3.125,"COVID-19",-15.86,"Mortality"
"Moderate Elimination",50,75,60,1,3.75,"COVID-19",-43.31,"Mortality"
"Moderate Elimination",50,90,60,0,2.5,"COVID-19",-5.33,"Mortality"
"Moderate Elimination",50,90,60,0,3.125,"COVID-19",-11.41,"Mortality"
"Moderate Elimination",50,90,60,0,3.75,"COVID-19",-21.74,"Mortality"
"Moderate Elimination",50,90,60,1,2.5,"COVID-19",-6.29,"Mortality"
"Moderate Elimination",50,90,60,1,3.125,"COVID-19",-14.38,"Mortality"
"Moderate Elimination",50,90,60,1,3.75,"COVID-19",-36.78,"Mortality"
"Moderate Elimination",75,50,60,0,2.5,"COVID-19",-5.79,"Mortality"
"Moderate Elimination",75,50,60,0,3.125,"COVID-19",-12.03,"Mortality"
"Moderate Elimination",75,50,60,0,3.75,"COVID-19",-22.06,"Mortality"
"Moderate Elimination",75,50,60,1,2.5,"COVID-19",-7.1,"Mortality"
"Moderate Elimination",75,50,60,1,3.125,"COVID-19",-15.26,"Mortality"
"Moderate Elimination",75,50,60,1,3.75,"COVID-19",-48.71,"Mortality"
"Moderate Elimination",75,75,60,0,2.5,"COVID-19",-5.13,"Mortality"
"Moderate Elimination",75,75,60,0,3.125,"COVID-19",-10.71,"Mortality"
"Moderate Elimination",75,75,60,0,3.75,"COVID-19",-20.26,"Mortality"
"Moderate Elimination",75,75,60,1,2.5,"COVID-19",-6.1,"Mortality"
"Moderate Elimination",75,75,60,1,3.125,"COVID-19",-13.4,"Mortality"
"Moderate Elimination",75,75,60,1,3.75,"COVID-19",-32.98,"Mortality"
"Moderate Elimination",75,90,60,0,2.5,"COVID-19",-4.84,"Mortality"
"Moderate Elimination",75,90,60,0,3.125,"COVID-19",-10.03,"Mortality"
"Moderate Elimination",75,90,60,0,3.75,"COVID-19",-18.9,"Mortality"
"Moderate Elimination",75,90,60,1,2.5,"COVID-19",-5.42,"Mortality"
"Moderate Elimination",75,90,60,1,3.125,"COVID-19",-11.62,"Mortality"
"Moderate Elimination",75,90,60,1,3.75,"COVID-19",-27.99,"Mortality"
"Moderate Elimination",90,50,60,0,2.5,"COVID-19",-5.35,"Mortality"
"Moderate Elimination",90,50,60,0,3.125,"COVID-19",-11.02,"Mortality"
"Moderate Elimination",90,50,60,0,3.75,"COVID-19",-20.27,"Mortality"
"Moderate Elimination",90,50,60,1,2.5,"COVID-19",-6.36,"Mortality"
"Moderate Elimination",90,50,60,1,3.125,"COVID-19",-13.5,"Mortality"
"Moderate Elimination",90,50,60,1,3.75,"COVID-19",-35.3,"Mortality"
"Moderate Elimination",90,75,60,0,2.5,"COVID-19",-4.84,"Mortality"
"Moderate Elimination",90,75,60,0,3.125,"COVID-19",-9.83,"Mortality"
"Moderate Elimination",90,75,60,0,3.75,"COVID-19",-18.73,"Mortality"
"Moderate Elimination",90,75,60,1,2.5,"COVID-19",-5.36,"Mortality"
"Moderate Elimination",90,75,60,1,3.125,"COVID-19",-11.4,"Mortality"
"Moderate Elimination",90,75,60,1,3.75,"COVID-19",-27.62,"Mortality"
"Moderate Elimination",90,90,60,0,2.5,"COVID-19",-4.39,"Mortality"
"Moderate Elimination",90,90,60,0,3.125,"COVID-19",-8.92,"Mortality"
"Moderate Elimination",90,90,60,0,3.75,"COVID-19",-17.72,"Mortality"
"Moderate Elimination",90,90,60,1,2.5,"COVID-19",-4.92,"Mortality"
"Moderate Elimination",90,90,60,1,3.125,"COVID-19",-10.37,"Mortality"
"Moderate Elimination",90,90,60,1,3.75,"COVID-19",-23.76,"Mortality"
"Moderate Elimination",50,50,75,0,2.5,"COVID-19",-5.27,"Mortality"
"Moderate Elimination",50,50,75,0,3.125,"COVID-19",-10.85,"Mortality"
"Moderate Elimination",50,50,75,0,3.75,"COVID-19",-19.93,"Mortality"
"Moderate Elimination",50,50,75,1,2.5,"COVID-19",-6.43,"Mortality"
"Moderate Elimination",50,50,75,1,3.125,"COVID-19",-13.48,"Mortality"
"Moderate Elimination",50,50,75,1,3.75,"COVID-19",-42.55,"Mortality"
"Moderate Elimination",50,75,75,0,2.5,"COVID-19",-4.74,"Mortality"
"Moderate Elimination",50,75,75,0,3.125,"COVID-19",-9.59,"Mortality"
"Moderate Elimination",50,75,75,0,3.75,"COVID-19",-18.11,"Mortality"
"Moderate Elimination",50,75,75,1,2.5,"COVID-19",-5.3,"Mortality"
"Moderate Elimination",50,75,75,1,3.125,"COVID-19",-11.68,"Mortality"
"Moderate Elimination",50,75,75,1,3.75,"COVID-19",-28.78,"Mortality"
"Moderate Elimination",50,90,75,0,2.5,"COVID-19",-4.29,"Mortality"
"Moderate Elimination",50,90,75,0,3.125,"COVID-19",-8.76,"Mortality"
"Moderate Elimination",50,90,75,0,3.75,"COVID-19",-16.9,"Mortality"
"Moderate Elimination",50,90,75,1,2.5,"COVID-19",-4.71,"Mortality"
"Moderate Elimination",50,90,75,1,3.125,"COVID-19",-10.03,"Mortality"
"Moderate Elimination",50,90,75,1,3.75,"COVID-19",-24.37,"Mortality"
"Moderate Elimination",75,50,75,0,2.5,"COVID-19",-4.44,"Mortality"
"Moderate Elimination",75,50,75,0,3.125,"COVID-19",-9.44,"Mortality"
"Moderate Elimination",75,50,75,0,3.75,"COVID-19",-17.41,"Mortality"
"Moderate Elimination",75,50,75,1,2.5,"COVID-19",-5.2,"Mortality"
"Moderate Elimination",75,50,75,1,3.125,"COVID-19",-11.6,"Mortality"
"Moderate Elimination",75,50,75,1,3.75,"COVID-19",-29.04,"Mortality"
"Moderate Elimination",75,75,75,0,2.5,"COVID-19",-4.07,"Mortality"
"Moderate Elimination",75,75,75,0,3.125,"COVID-19",-8.37,"Mortality"
"Moderate Elimination",75,75,75,0,3.75,"COVID-19",-15.88,"Mortality"
"Moderate Elimination",75,75,75,1,2.5,"COVID-19",-4.51,"Mortality"
"Moderate Elimination",75,75,75,1,3.125,"COVID-19",-9.96,"Mortality"
"Moderate Elimination",75,75,75,1,3.75,"COVID-19",-21.83,"Mortality"
"Moderate Elimination",75,90,75,0,2.5,"COVID-19",-3.74,"Mortality"
"Moderate Elimination",75,90,75,0,3.125,"COVID-19",-7.95,"Mortality"
"Moderate Elimination",75,90,75,0,3.75,"COVID-19",-14.52,"Mortality"
"Moderate Elimination",75,90,75,1,2.5,"COVID-19",-4.11,"Mortality"
"Moderate Elimination",75,90,75,1,3.125,"COVID-19",-8.73,"Mortality"
"Moderate Elimination",75,90,75,1,3.75,"COVID-19",-19.16,"Mortality"
"Moderate Elimination",90,50,75,0,2.5,"COVID-19",-4.1,"Mortality"
"Moderate Elimination",90,50,75,0,3.125,"COVID-19",-8.13,"Mortality"
"Moderate Elimination",90,50,75,0,3.75,"COVID-19",-15.62,"Mortality"
"Moderate Elimination",90,50,75,1,2.5,"COVID-19",-4.64,"Mortality"
"Moderate Elimination",90,50,75,1,3.125,"COVID-19",-9.22,"Mortality"
"Moderate Elimination",90,50,75,1,3.75,"COVID-19",-21.1,"Mortality"
"Moderate Elimination",90,75,75,0,2.5,"COVID-19",-3.78,"Mortality"
"Moderate Elimination",90,75,75,0,3.125,"COVID-19",-7.26,"Mortality"
"Moderate Elimination",90,75,75,0,3.75,"COVID-19",-14.02,"Mortality"
"Moderate Elimination",90,75,75,1,2.5,"COVID-19",-4.05,"Mortality"
"Moderate Elimination",90,75,75,1,3.125,"COVID-19",-7.9,"Mortality"
"Moderate Elimination",90,75,75,1,3.75,"COVID-19",-17.79,"Mortality"
"Moderate Elimination",90,90,75,0,2.5,"COVID-19",-3.44,"Mortality"
"Moderate Elimination",90,90,75,0,3.125,"COVID-19",-6.6,"Mortality"
"Moderate Elimination",90,90,75,0,3.75,"COVID-19",-13.06,"Mortality"
"Moderate Elimination",90,90,75,1,2.5,"COVID-19",-3.7,"Mortality"
"Moderate Elimination",90,90,75,1,3.125,"COVID-19",-7.22,"Mortality"
"Moderate Elimination",90,90,75,1,3.75,"COVID-19",-15.74,"Mortality"
"Moderate Elimination",50,50,90,0,2.5,"COVID-19",-3.91,"Mortality"
"Moderate Elimination",50,50,90,0,3.125,"COVID-19",-8.78,"Mortality"
"Moderate Elimination",50,50,90,0,3.75,"COVID-19",-15.42,"Mortality"
"Moderate Elimination",50,50,90,1,2.5,"COVID-19",-4.61,"Mortality"
"Moderate Elimination",50,50,90,1,3.125,"COVID-19",-10.42,"Mortality"
"Moderate Elimination",50,50,90,1,3.75,"COVID-19",-26.87,"Mortality"
"Moderate Elimination",50,75,90,0,2.5,"COVID-19",-3.51,"Mortality"
"Moderate Elimination",50,75,90,0,3.125,"COVID-19",-7.78,"Mortality"
"Moderate Elimination",50,75,90,0,3.75,"COVID-19",-14.38,"Mortality"
"Moderate Elimination",50,75,90,1,2.5,"COVID-19",-3.82,"Mortality"
"Moderate Elimination",50,75,90,1,3.125,"COVID-19",-8.79,"Mortality"
"Moderate Elimination",50,75,90,1,3.75,"COVID-19",-19.46,"Mortality"
"Moderate Elimination",50,90,90,0,2.5,"COVID-19",-3.35,"Mortality"
"Moderate Elimination",50,90,90,0,3.125,"COVID-19",-7.22,"Mortality"
"Moderate Elimination",50,90,90,0,3.75,"COVID-19",-13.34,"Mortality"
"Moderate Elimination",50,90,90,1,2.5,"COVID-19",-3.56,"Mortality"
"Moderate Elimination",50,90,90,1,3.125,"COVID-19",-7.91,"Mortality"
"Moderate Elimination",50,90,90,1,3.75,"COVID-19",-16.98,"Mortality"
"Moderate Elimination",75,50,90,0,2.5,"COVID-19",-3.57,"Mortality"
"Moderate Elimination",75,50,90,0,3.125,"COVID-19",-7.02,"Mortality"
"Moderate Elimination",75,50,90,0,3.75,"COVID-19",-13.65,"Mortality"
"Moderate Elimination",75,50,90,1,2.5,"COVID-19",-3.85,"Mortality"
"Moderate Elimination",75,50,90,1,3.125,"COVID-19",-8.09,"Mortality"
"Moderate Elimination",75,50,90,1,3.75,"COVID-19",-17.95,"Mortality"
"Moderate Elimination",75,75,90,0,2.5,"COVID-19",-3.26,"Mortality"
"Moderate Elimination",75,75,90,0,3.125,"COVID-19",-6.38,"Mortality"
"Moderate Elimination",75,75,90,0,3.75,"COVID-19",-12.41,"Mortality"
"Moderate Elimination",75,75,90,1,2.5,"COVID-19",-3.43,"Mortality"
"Moderate Elimination",75,75,90,1,3.125,"COVID-19",-6.94,"Mortality"
"Moderate Elimination",75,75,90,1,3.75,"COVID-19",-15.15,"Mortality"
"Moderate Elimination",75,90,90,0,2.5,"COVID-19",-3.08,"Mortality"
"Moderate Elimination",75,90,90,0,3.125,"COVID-19",-5.93,"Mortality"
"Moderate Elimination",75,90,90,0,3.75,"COVID-19",-11.74,"Mortality"
"Moderate Elimination",75,90,90,1,2.5,"COVID-19",-3.17,"Mortality"
"Moderate Elimination",75,90,90,1,3.125,"COVID-19",-6.35,"Mortality"
"Moderate Elimination",75,90,90,1,3.75,"COVID-19",-13.6,"Mortality"
"Moderate Elimination",90,50,90,0,2.5,"COVID-19",-3.18,"Mortality"
"Moderate Elimination",90,50,90,0,3.125,"COVID-19",-6.14,"Mortality"
"Moderate Elimination",90,50,90,0,3.75,"COVID-19",-11.97,"Mortality"
"Moderate Elimination",90,50,90,1,2.5,"COVID-19",-3.46,"Mortality"
"Moderate Elimination",90,50,90,1,3.125,"COVID-19",-6.76,"Mortality"
"Moderate Elimination",90,50,90,1,3.75,"COVID-19",-14.43,"Mortality"
"Moderate Elimination",90,75,90,0,2.5,"COVID-19",-2.93,"Mortality"
"Moderate Elimination",90,75,90,0,3.125,"COVID-19",-5.61,"Mortality"
"Moderate Elimination",90,75,90,0,3.75,"COVID-19",-10.94,"Mortality"
"Moderate Elimination",90,75,90,1,2.5,"COVID-19",-3.09,"Mortality"
"Moderate Elimination",90,75,90,1,3.125,"COVID-19",-6.02,"Mortality"
"Moderate Elimination",90,75,90,1,3.75,"COVID-19",-12.33,"Mortality"
"Moderate Elimination",90,90,90,0,2.5,"COVID-19",-2.7,"Mortality"
"Moderate Elimination",90,90,90,0,3.125,"COVID-19",-5.3,"Mortality"
"Moderate Elimination",90,90,90,0,3.75,"COVID-19",-10.29,"Mortality"
"Moderate Elimination",90,90,90,1,2.5,"COVID-19",-2.84,"Mortality"
"Moderate Elimination",90,90,90,1,3.125,"COVID-19",-5.52,"Mortality"
"Moderate Elimination",90,90,90,1,3.75,"COVID-19",-11.26,"Mortality"
"Tight Suppression",50,50,60,0,2.5,"COVID-19",-20.37,"Morbidity"
"Tight Suppression",50,50,60,0,3.125,"COVID-19",-73.02,"Morbidity"
"Tight Suppression",50,50,60,0,3.75,"COVID-19",-96.39,"Morbidity"
"Tight Suppression",50,50,60,1,2.5,"COVID-19",-33.32,"Morbidity"
"Tight Suppression",50,50,60,1,3.125,"COVID-19",-257.32,"Morbidity"
"Tight Suppression",50,50,60,1,3.75,"COVID-19",-333.7,"Morbidity"
"Tight Suppression",50,75,60,0,2.5,"COVID-19",-14.64,"Morbidity"
"Tight Suppression",50,75,60,0,3.125,"COVID-19",-63.22,"Morbidity"
"Tight Suppression",50,75,60,0,3.75,"COVID-19",-89.92,"Morbidity"
"Tight Suppression",50,75,60,1,2.5,"COVID-19",-19.81,"Morbidity"
"Tight Suppression",50,75,60,1,3.125,"COVID-19",-154.6,"Morbidity"
"Tight Suppression",50,75,60,1,3.75,"COVID-19",-285.23,"Morbidity"
"Tight Suppression",50,90,60,0,2.5,"COVID-19",-12.76,"Morbidity"
"Tight Suppression",50,90,60,0,3.125,"COVID-19",-52.95,"Morbidity"
"Tight Suppression",50,90,60,0,3.75,"COVID-19",-81.2,"Morbidity"
"Tight Suppression",50,90,60,1,2.5,"COVID-19",-14.74,"Morbidity"
"Tight Suppression",50,90,60,1,3.125,"COVID-19",-122.48,"Morbidity"
"Tight Suppression",50,90,60,1,3.75,"COVID-19",-235.87,"Morbidity"
"Tight Suppression",75,50,60,0,2.5,"COVID-19",-14.63,"Morbidity"
"Tight Suppression",75,50,60,0,3.125,"COVID-19",-64.48,"Morbidity"
"Tight Suppression",75,50,60,0,3.75,"COVID-19",-90.97,"Morbidity"
"Tight Suppression",75,50,60,1,2.5,"COVID-19",-17.84,"Morbidity"
"Tight Suppression",75,50,60,1,3.125,"COVID-19",-191.78,"Morbidity"
"Tight Suppression",75,50,60,1,3.75,"COVID-19",-308.74,"Morbidity"
"Tight Suppression",75,75,60,0,2.5,"COVID-19",-11.45,"Morbidity"
"Tight Suppression",75,75,60,0,3.125,"COVID-19",-51.37,"Morbidity"
"Tight Suppression",75,75,60,0,3.75,"COVID-19",-84.15,"Morbidity"
"Tight Suppression",75,75,60,1,2.5,"COVID-19",-12.92,"Morbidity"
"Tight Suppression",75,75,60,1,3.125,"COVID-19",-133.44,"Morbidity"
"Tight Suppression",75,75,60,1,3.75,"COVID-19",-248.1,"Morbidity"
"Tight Suppression",75,90,60,0,2.5,"COVID-19",-9.84,"Morbidity"
"Tight Suppression",75,90,60,0,3.125,"COVID-19",-45.53,"Morbidity"
"Tight Suppression",75,90,60,0,3.75,"COVID-19",-73.67,"Morbidity"
"Tight Suppression",75,90,60,1,2.5,"COVID-19",-11.28,"Morbidity"
"Tight Suppression",75,90,60,1,3.125,"COVID-19",-96.29,"Morbidity"
"Tight Suppression",75,90,60,1,3.75,"COVID-19",-197.07,"Morbidity"
"Tight Suppression",90,50,60,0,2.5,"COVID-19",-9.93,"Morbidity"
"Tight Suppression",90,50,60,0,3.125,"COVID-19",-55.72,"Morbidity"
"Tight Suppression",90,50,60,0,3.75,"COVID-19",-89.4,"Morbidity"
"Tight Suppression",90,50,60,1,2.5,"COVID-19",-10.77,"Morbidity"
"Tight Suppression",90,50,60,1,3.125,"COVID-19",-160.71,"Morbidity"
"Tight Suppression",90,50,60,1,3.75,"COVID-19",-296.89,"Morbidity"
"Tight Suppression",90,75,60,0,2.5,"COVID-19",-8.79,"Morbidity"
"Tight Suppression",90,75,60,0,3.125,"COVID-19",-46.35,"Morbidity"
"Tight Suppression",90,75,60,0,3.75,"COVID-19",-79.64,"Morbidity"
"Tight Suppression",90,75,60,1,2.5,"COVID-19",-9.25,"Morbidity"
"Tight Suppression",90,75,60,1,3.125,"COVID-19",-100.43,"Morbidity"
"Tight Suppression",90,75,60,1,3.75,"COVID-19",-230.27,"Morbidity"
"Tight Suppression",90,90,60,0,2.5,"COVID-19",-7.79,"Morbidity"
"Tight Suppression",90,90,60,0,3.125,"COVID-19",-40.04,"Morbidity"
"Tight Suppression",90,90,60,0,3.75,"COVID-19",-69.59,"Morbidity"
"Tight Suppression",90,90,60,1,2.5,"COVID-19",-8.18,"Morbidity"
"Tight Suppression",90,90,60,1,3.125,"COVID-19",-76.43,"Morbidity"
"Tight Suppression",90,90,60,1,3.75,"COVID-19",-164.78,"Morbidity"
"Tight Suppression",50,50,75,0,2.5,"COVID-19",-14.87,"Morbidity"
"Tight Suppression",50,50,75,0,3.125,"COVID-19",-62.91,"Morbidity"
"Tight Suppression",50,50,75,0,3.75,"COVID-19",-90.5,"Morbidity"
"Tight Suppression",50,50,75,1,2.5,"COVID-19",-22.09,"Morbidity"
"Tight Suppression",50,50,75,1,3.125,"COVID-19",-185.49,"Morbidity"
"Tight Suppression",50,50,75,1,3.75,"COVID-19",-300.79,"Morbidity"
"Tight Suppression",50,75,75,0,2.5,"COVID-19",-11.36,"Morbidity"
"Tight Suppression",50,75,75,0,3.125,"COVID-19",-50.23,"Morbidity"
"Tight Suppression",50,75,75,0,3.75,"COVID-19",-80.71,"Morbidity"
"Tight Suppression",50,75,75,1,2.5,"COVID-19",-12.74,"Morbidity"
"Tight Suppression",50,75,75,1,3.125,"COVID-19",-111.54,"Morbidity"
"Tight Suppression",50,75,75,1,3.75,"COVID-19",-231.78,"Morbidity"
"Tight Suppression",50,90,75,0,2.5,"COVID-19",-9.8,"Morbidity"
"Tight Suppression",50,90,75,0,3.125,"COVID-19",-44.05,"Morbidity"
"Tight Suppression",50,90,75,0,3.75,"COVID-19",-69.89,"Morbidity"
"Tight Suppression",50,90,75,1,2.5,"COVID-19",-11.69,"Morbidity"
"Tight Suppression",50,90,75,1,3.125,"COVID-19",-87.81,"Morbidity"
"Tight Suppression",50,90,75,1,3.75,"COVID-19",-180.81,"Morbidity"
"Tight Suppression",75,50,75,0,2.5,"COVID-19",-10.35,"Morbidity"
"Tight Suppression",75,50,75,0,3.125,"COVID-19",-51.13,"Morbidity"
"Tight Suppression",75,50,75,0,3.75,"COVID-19",-85.62,"Morbidity"
"Tight Suppression",75,50,75,1,2.5,"COVID-19",-11.74,"Morbidity"
"Tight Suppression",75,50,75,1,3.125,"COVID-19",-134.56,"Morbidity"
"Tight Suppression",75,50,75,1,3.75,"COVID-19",-261.76,"Morbidity"
"Tight Suppression",75,75,75,0,2.5,"COVID-19",-8.21,"Morbidity"
"Tight Suppression",75,75,75,0,3.125,"COVID-19",-41.37,"Morbidity"
"Tight Suppression",75,75,75,0,3.75,"COVID-19",-73.42,"Morbidity"
"Tight Suppression",75,75,75,1,2.5,"COVID-19",-8.9,"Morbidity"
"Tight Suppression",75,75,75,1,3.125,"COVID-19",-77.56,"Morbidity"
"Tight Suppression",75,75,75,1,3.75,"COVID-19",-196.97,"Morbidity"
"Tight Suppression",75,90,75,0,2.5,"COVID-19",-7.26,"Morbidity"
"Tight Suppression",75,90,75,0,3.125,"COVID-19",-36.89,"Morbidity"
"Tight Suppression",75,90,75,0,3.75,"COVID-19",-60.09,"Morbidity"
"Tight Suppression",75,90,75,1,2.5,"COVID-19",-7.77,"Morbidity"
"Tight Suppression",75,90,75,1,3.125,"COVID-19",-65.38,"Morbidity"
"Tight Suppression",75,90,75,1,3.75,"COVID-19",-123.9,"Morbidity"
"Tight Suppression",90,50,75,0,2.5,"COVID-19",-7.25,"Morbidity"
"Tight Suppression",90,50,75,0,3.125,"COVID-19",-43.6,"Morbidity"
"Tight Suppression",90,50,75,0,3.75,"COVID-19",-77.02,"Morbidity"
"Tight Suppression",90,50,75,1,2.5,"COVID-19",-7.47,"Morbidity"
"Tight Suppression",90,50,75,1,3.125,"COVID-19",-99.4,"Morbidity"
"Tight Suppression",90,50,75,1,3.75,"COVID-19",-236.16,"Morbidity"
"Tight Suppression",90,75,75,0,2.5,"COVID-19",-6.16,"Morbidity"
"Tight Suppression",90,75,75,0,3.125,"COVID-19",-36.11,"Morbidity"
"Tight Suppression",90,75,75,0,3.75,"COVID-19",-62,"Morbidity"
"Tight Suppression",90,75,75,1,2.5,"COVID-19",-6.23,"Morbidity"
"Tight Suppression",90,75,75,1,3.125,"COVID-19",-58.66,"Morbidity"
"Tight Suppression",90,75,75,1,3.75,"COVID-19",-148.91,"Morbidity"
"Tight Suppression",90,90,75,0,2.5,"COVID-19",-5.54,"Morbidity"
"Tight Suppression",90,90,75,0,3.125,"COVID-19",-32.16,"Morbidity"
"Tight Suppression",90,90,75,0,3.75,"COVID-19",-54.65,"Morbidity"
"Tight Suppression",90,90,75,1,2.5,"COVID-19",-5.46,"Morbidity"
"Tight Suppression",90,90,75,1,3.125,"COVID-19",-49,"Morbidity"
"Tight Suppression",90,90,75,1,3.75,"COVID-19",-95.84,"Morbidity"
"Tight Suppression",50,50,90,0,2.5,"COVID-19",-12.18,"Morbidity"
"Tight Suppression",50,50,90,0,3.125,"COVID-19",-54.64,"Morbidity"
"Tight Suppression",50,50,90,0,3.75,"COVID-19",-84.4,"Morbidity"
"Tight Suppression",50,50,90,1,2.5,"COVID-19",-14.83,"Morbidity"
"Tight Suppression",50,50,90,1,3.125,"COVID-19",-148.26,"Morbidity"
"Tight Suppression",50,50,90,1,3.75,"COVID-19",-273.09,"Morbidity"
"Tight Suppression",50,75,90,0,2.5,"COVID-19",-9.75,"Morbidity"
"Tight Suppression",50,75,90,0,3.125,"COVID-19",-42.65,"Morbidity"
"Tight Suppression",50,75,90,0,3.75,"COVID-19",-69.77,"Morbidity"
"Tight Suppression",50,75,90,1,2.5,"COVID-19",-10.62,"Morbidity"
"Tight Suppression",50,75,90,1,3.125,"COVID-19",-80.46,"Morbidity"
"Tight Suppression",50,75,90,1,3.75,"COVID-19",-180.97,"Morbidity"
"Tight Suppression",50,90,90,0,2.5,"COVID-19",-7.87,"Morbidity"
"Tight Suppression",50,90,90,0,3.125,"COVID-19",-37.77,"Morbidity"
"Tight Suppression",50,90,90,0,3.75,"COVID-19",-58.38,"Morbidity"
"Tight Suppression",50,90,90,1,2.5,"COVID-19",-8.99,"Morbidity"
"Tight Suppression",50,90,90,1,3.125,"COVID-19",-62.82,"Morbidity"
"Tight Suppression",50,90,90,1,3.75,"COVID-19",-123.21,"Morbidity"
"Tight Suppression",75,50,90,0,2.5,"COVID-19",-7.66,"Morbidity"
"Tight Suppression",75,50,90,0,3.125,"COVID-19",-42.11,"Morbidity"
"Tight Suppression",75,50,90,0,3.75,"COVID-19",-74.83,"Morbidity"
"Tight Suppression",75,50,90,1,2.5,"COVID-19",-7.69,"Morbidity"
"Tight Suppression",75,50,90,1,3.125,"COVID-19",-97.84,"Morbidity"
"Tight Suppression",75,50,90,1,3.75,"COVID-19",-231.2,"Morbidity"
"Tight Suppression",75,75,90,0,2.5,"COVID-19",-6.16,"Morbidity"
"Tight Suppression",75,75,90,0,3.125,"COVID-19",-34.65,"Morbidity"
"Tight Suppression",75,75,90,0,3.75,"COVID-19",-56.89,"Morbidity"
"Tight Suppression",75,75,90,1,2.5,"COVID-19",-6.24,"Morbidity"
"Tight Suppression",75,75,90,1,3.125,"COVID-19",-58.59,"Morbidity"
"Tight Suppression",75,75,90,1,3.75,"COVID-19",-121.23,"Morbidity"
"Tight Suppression",75,90,90,0,2.5,"COVID-19",-5.69,"Morbidity"
"Tight Suppression",75,90,90,0,3.125,"COVID-19",-31.42,"Morbidity"
"Tight Suppression",75,90,90,0,3.75,"COVID-19",-50.01,"Morbidity"
"Tight Suppression",75,90,90,1,2.5,"COVID-19",-5.62,"Morbidity"
"Tight Suppression",75,90,90,1,3.125,"COVID-19",-46.88,"Morbidity"
"Tight Suppression",75,90,90,1,3.75,"COVID-19",-78.75,"Morbidity"
"Tight Suppression",90,50,90,0,2.5,"COVID-19",-5.45,"Morbidity"
