"strategy","v1trans","v2trans","vUptake","relax","R0","effect","HALY","timeHorizon","morbt","sortVar"
"Aggressive Elimination",50,50,90,1,2.5,"COVID-19",-2.33,"Y1","Morbidity",4
"Aggressive Elimination",50,50,90,1,3.125,"COVID-19",-4.02,"Y1","Morbidity",4
"Aggressive Elimination",50,50,90,1,3.75,"COVID-19",-7.52,"Y1","Morbidity",4
"Aggressive Elimination",50,75,90,0,2.5,"COVID-19",-1.75,"Y1","Morbidity",4
"Aggressive Elimination",50,75,90,0,3.125,"COVID-19",-2.47,"Y1","Morbidity",4
"Aggressive Elimination",50,75,90,0,3.75,"COVID-19",-4.09,"Y1","Morbidity",4
"Aggressive Elimination",50,75,90,1,2.5,"COVID-19",-1.91,"Y1","Morbidity",4
"Aggressive Elimination",50,75,90,1,3.125,"COVID-19",-3.04,"Y1","Morbidity",4
"Aggressive Elimination",50,75,90,1,3.75,"COVID-19",-5.69,"Y1","Morbidity",4
"Aggressive Elimination",50,90,90,0,2.5,"COVID-19",-1.55,"Y1","Morbidity",4
"Aggressive Elimination",50,90,90,0,3.125,"COVID-19",-2.19,"Y1","Morbidity",4
"Aggressive Elimination",50,90,90,0,3.75,"COVID-19",-3.68,"Y1","Morbidity",4
"Aggressive Elimination",50,90,90,1,2.5,"COVID-19",-1.61,"Y1","Morbidity",4
"Aggressive Elimination",50,90,90,1,3.125,"COVID-19",-2.5,"Y1","Morbidity",4
"Aggressive Elimination",50,90,90,1,3.75,"COVID-19",-4.6,"Y1","Morbidity",4
"Aggressive Elimination",75,50,90,0,2.5,"COVID-19",-1.78,"Y1","Morbidity",4
"Aggressive Elimination",75,50,90,0,3.125,"COVID-19",-2.61,"Y1","Morbidity",4
"Aggressive Elimination",75,50,90,0,3.75,"COVID-19",-3.99,"Y1","Morbidity",4
"Aggressive Elimination",75,50,90,1,2.5,"COVID-19",-2.02,"Y1","Morbidity",4
"Aggressive Elimination",75,50,90,1,3.125,"COVID-19",-3.22,"Y1","Morbidity",4
"Aggressive Elimination",75,50,90,1,3.75,"COVID-19",-5.66,"Y1","Morbidity",4
"Aggressive Elimination",75,75,90,0,2.5,"COVID-19",-1.53,"Y1","Morbidity",4
"Aggressive Elimination",75,75,90,0,3.125,"COVID-19",-2.24,"Y1","Morbidity",4
"Aggressive Elimination",75,75,90,0,3.75,"COVID-19",-3.44,"Y1","Morbidity",4
"Aggressive Elimination",75,75,90,1,2.5,"COVID-19",-1.63,"Y1","Morbidity",4
"Aggressive Elimination",75,75,90,1,3.125,"COVID-19",-2.5,"Y1","Morbidity",4
"Aggressive Elimination",75,75,90,1,3.75,"COVID-19",-4.36,"Y1","Morbidity",4
"Aggressive Elimination",75,90,90,0,2.5,"COVID-19",-1.35,"Y1","Morbidity",4
"Aggressive Elimination",75,90,90,0,3.125,"COVID-19",-1.97,"Y1","Morbidity",4
"Aggressive Elimination",75,90,90,0,3.75,"COVID-19",-3.1,"Y1","Morbidity",4
"Aggressive Elimination",75,90,90,1,2.5,"COVID-19",-1.39,"Y1","Morbidity",4
"Aggressive Elimination",75,90,90,1,3.125,"COVID-19",-2.15,"Y1","Morbidity",4
"Aggressive Elimination",75,90,90,1,3.75,"COVID-19",-3.64,"Y1","Morbidity",4
"Aggressive Elimination",90,50,90,0,2.5,"COVID-19",-1.63,"Y1","Morbidity",4
"Aggressive Elimination",90,50,90,0,3.125,"COVID-19",-2.27,"Y1","Morbidity",4
"Aggressive Elimination",90,50,90,0,3.75,"COVID-19",-3.55,"Y1","Morbidity",4
"Aggressive Elimination",90,50,90,1,2.5,"COVID-19",-1.78,"Y1","Morbidity",4
"Aggressive Elimination",90,50,90,1,3.125,"COVID-19",-2.63,"Y1","Morbidity",4
"Aggressive Elimination",90,50,90,1,3.75,"COVID-19",-4.68,"Y1","Morbidity",4
"Aggressive Elimination",90,75,90,0,2.5,"COVID-19",-1.43,"Y1","Morbidity",4
"Aggressive Elimination",90,75,90,0,3.125,"COVID-19",-1.98,"Y1","Morbidity",4
"Aggressive Elimination",90,75,90,0,3.75,"COVID-19",-3.1,"Y1","Morbidity",4
"Aggressive Elimination",90,75,90,1,2.5,"COVID-19",-1.49,"Y1","Morbidity",4
"Aggressive Elimination",90,75,90,1,3.125,"COVID-19",-2.15,"Y1","Morbidity",4
"Aggressive Elimination",90,75,90,1,3.75,"COVID-19",-3.73,"Y1","Morbidity",4
"Aggressive Elimination",90,90,90,0,2.5,"COVID-19",-1.27,"Y1","Morbidity",4
"Aggressive Elimination",90,90,90,0,3.125,"COVID-19",-1.75,"Y1","Morbidity",4
"Aggressive Elimination",90,90,90,0,3.75,"COVID-19",-2.78,"Y1","Morbidity",4
"Aggressive Elimination",90,90,90,1,2.5,"COVID-19",-1.33,"Y1","Morbidity",4
"Aggressive Elimination",90,90,90,1,3.125,"COVID-19",-1.89,"Y1","Morbidity",4
"Aggressive Elimination",90,90,90,1,3.75,"COVID-19",-3.16,"Y1","Morbidity",4
"Aggressive Elimination",50,50,60,0,2.5,"COVID-19",-4.28,"Y1","Mortality",4
"Aggressive Elimination",50,50,60,0,3.125,"COVID-19",-6.46,"Y1","Mortality",4
"Aggressive Elimination",50,50,60,0,3.75,"COVID-19",-9.84,"Y1","Mortality",4
"Aggressive Elimination",50,50,60,1,2.5,"COVID-19",-5.21,"Y1","Mortality",4
"Aggressive Elimination",50,50,60,1,3.125,"COVID-19",-9.74,"Y1","Mortality",4
"Aggressive Elimination",50,50,60,1,3.75,"COVID-19",-17.19,"Y1","Mortality",4
"Aggressive Elimination",50,75,60,0,2.5,"COVID-19",-3.91,"Y1","Mortality",4
"Aggressive Elimination",50,75,60,0,3.125,"COVID-19",-5.97,"Y1","Mortality",4
"Aggressive Elimination",50,75,60,0,3.75,"COVID-19",-9.24,"Y1","Mortality",4
"Aggressive Elimination",50,75,60,1,2.5,"COVID-19",-4.57,"Y1","Mortality",4
"Aggressive Elimination",50,75,60,1,3.125,"COVID-19",-8.09,"Y1","Mortality",4
"Aggressive Elimination",50,75,60,1,3.75,"COVID-19",-14.61,"Y1","Mortality",4
"Aggressive Elimination",50,90,60,0,2.5,"COVID-19",-3.54,"Y1","Mortality",4
"Aggressive Elimination",50,90,60,0,3.125,"COVID-19",-5.53,"Y1","Mortality",4
"Aggressive Elimination",50,90,60,0,3.75,"COVID-19",-8.85,"Y1","Mortality",4
"Aggressive Elimination",50,90,60,1,2.5,"COVID-19",-4.23,"Y1","Mortality",4
"Aggressive Elimination",50,90,60,1,3.125,"COVID-19",-6.92,"Y1","Mortality",4
"Aggressive Elimination",50,90,60,1,3.75,"COVID-19",-13,"Y1","Mortality",4
"Aggressive Elimination",75,50,60,0,2.5,"COVID-19",-4.01,"Y1","Mortality",4
"Aggressive Elimination",75,50,60,0,3.125,"COVID-19",-5.94,"Y1","Mortality",4
"Aggressive Elimination",75,50,60,0,3.75,"COVID-19",-9.12,"Y1","Mortality",4
"Aggressive Elimination",75,50,60,1,2.5,"COVID-19",-4.73,"Y1","Mortality",4
"Aggressive Elimination",75,50,60,1,3.125,"COVID-19",-8.3,"Y1","Mortality",4
"Aggressive Elimination",75,50,60,1,3.75,"COVID-19",-15.3,"Y1","Mortality",4
"Aggressive Elimination",75,75,60,0,2.5,"COVID-19",-3.7,"Y1","Mortality",4
"Aggressive Elimination",75,75,60,0,3.125,"COVID-19",-5.38,"Y1","Mortality",4
"Aggressive Elimination",75,75,60,0,3.75,"COVID-19",-8.65,"Y1","Mortality",4
"Aggressive Elimination",75,75,60,1,2.5,"COVID-19",-4.12,"Y1","Mortality",4
"Aggressive Elimination",75,75,60,1,3.125,"COVID-19",-7,"Y1","Mortality",4
"Aggressive Elimination",75,75,60,1,3.75,"COVID-19",-12.58,"Y1","Mortality",4
"Aggressive Elimination",75,90,60,0,2.5,"COVID-19",-3.43,"Y1","Mortality",4
"Aggressive Elimination",75,90,60,0,3.125,"COVID-19",-4.97,"Y1","Mortality",4
"Aggressive Elimination",75,90,60,0,3.75,"COVID-19",-8.09,"Y1","Mortality",4
"Aggressive Elimination",75,90,60,1,2.5,"COVID-19",-3.76,"Y1","Mortality",4
"Aggressive Elimination",75,90,60,1,3.125,"COVID-19",-6.06,"Y1","Mortality",4
"Aggressive Elimination",75,90,60,1,3.75,"COVID-19",-11.15,"Y1","Mortality",4
"Aggressive Elimination",90,50,60,0,2.5,"COVID-19",-3.74,"Y1","Mortality",4
"Aggressive Elimination",90,50,60,0,3.125,"COVID-19",-5.43,"Y1","Mortality",4
"Aggressive Elimination",90,50,60,0,3.75,"COVID-19",-8.41,"Y1","Mortality",4
"Aggressive Elimination",90,50,60,1,2.5,"COVID-19",-4.36,"Y1","Mortality",4
"Aggressive Elimination",90,50,60,1,3.125,"COVID-19",-7.24,"Y1","Mortality",4
"Aggressive Elimination",90,50,60,1,3.75,"COVID-19",-13.43,"Y1","Mortality",4
"Aggressive Elimination",90,75,60,0,2.5,"COVID-19",-3.45,"Y1","Mortality",4
"Aggressive Elimination",90,75,60,0,3.125,"COVID-19",-5.05,"Y1","Mortality",4
"Aggressive Elimination",90,75,60,0,3.75,"COVID-19",-7.91,"Y1","Mortality",4
"Aggressive Elimination",90,75,60,1,2.5,"COVID-19",-3.88,"Y1","Mortality",4
"Aggressive Elimination",90,75,60,1,3.125,"COVID-19",-6.23,"Y1","Mortality",4
"Aggressive Elimination",90,75,60,1,3.75,"COVID-19",-11.23,"Y1","Mortality",4
"Aggressive Elimination",90,90,60,0,2.5,"COVID-19",-3.16,"Y1","Mortality",4
"Aggressive Elimination",90,90,60,0,3.125,"COVID-19",-4.56,"Y1","Mortality",4
"Aggressive Elimination",90,90,60,0,3.75,"COVID-19",-7.49,"Y1","Mortality",4
"Aggressive Elimination",90,90,60,1,2.5,"COVID-19",-3.51,"Y1","Mortality",4
"Aggressive Elimination",90,90,60,1,3.125,"COVID-19",-5.53,"Y1","Mortality",4
"Aggressive Elimination",90,90,60,1,3.75,"COVID-19",-9.92,"Y1","Mortality",4
"Aggressive Elimination",50,50,75,0,2.5,"COVID-19",-3.37,"Y1","Mortality",4
"Aggressive Elimination",50,50,75,0,3.125,"COVID-19",-5.2,"Y1","Mortality",4
"Aggressive Elimination",50,50,75,0,3.75,"COVID-19",-7.98,"Y1","Mortality",4
"Aggressive Elimination",50,50,75,1,2.5,"COVID-19",-3.99,"Y1","Mortality",4
"Aggressive Elimination",50,50,75,1,3.125,"COVID-19",-7.14,"Y1","Mortality",4
"Aggressive Elimination",50,50,75,1,3.75,"COVID-19",-12.86,"Y1","Mortality",4
"Aggressive Elimination",50,75,75,0,2.5,"COVID-19",-3.18,"Y1","Mortality",4
"Aggressive Elimination",50,75,75,0,3.125,"COVID-19",-4.79,"Y1","Mortality",4
"Aggressive Elimination",50,75,75,0,3.75,"COVID-19",-7.31,"Y1","Mortality",4
"Aggressive Elimination",50,75,75,1,2.5,"COVID-19",-3.5,"Y1","Mortality",4
"Aggressive Elimination",50,75,75,1,3.125,"COVID-19",-5.83,"Y1","Mortality",4
"Aggressive Elimination",50,75,75,1,3.75,"COVID-19",-10.58,"Y1","Mortality",4
"Aggressive Elimination",50,90,75,0,2.5,"COVID-19",-2.88,"Y1","Mortality",4
"Aggressive Elimination",50,90,75,0,3.125,"COVID-19",-4.32,"Y1","Mortality",4
"Aggressive Elimination",50,90,75,0,3.75,"COVID-19",-6.81,"Y1","Mortality",4
"Aggressive Elimination",50,90,75,1,2.5,"COVID-19",-3.19,"Y1","Mortality",4
"Aggressive Elimination",50,90,75,1,3.125,"COVID-19",-5.14,"Y1","Mortality",4
"Aggressive Elimination",50,90,75,1,3.75,"COVID-19",-9.12,"Y1","Mortality",4
"Aggressive Elimination",75,50,75,0,2.5,"COVID-19",-3.19,"Y1","Mortality",4
"Aggressive Elimination",75,50,75,0,3.125,"COVID-19",-4.62,"Y1","Mortality",4
"Aggressive Elimination",75,50,75,0,3.75,"COVID-19",-7.16,"Y1","Mortality",4
"Aggressive Elimination",75,50,75,1,2.5,"COVID-19",-3.61,"Y1","Mortality",4
"Aggressive Elimination",75,50,75,1,3.125,"COVID-19",-5.98,"Y1","Mortality",4
"Aggressive Elimination",75,50,75,1,3.75,"COVID-19",-10.8,"Y1","Mortality",4
"Aggressive Elimination",75,75,75,0,2.5,"COVID-19",-2.9,"Y1","Mortality",4
"Aggressive Elimination",75,75,75,0,3.125,"COVID-19",-4.26,"Y1","Mortality",4
"Aggressive Elimination",75,75,75,0,3.75,"COVID-19",-6.59,"Y1","Mortality",4
"Aggressive Elimination",75,75,75,1,2.5,"COVID-19",-3.14,"Y1","Mortality",4
"Aggressive Elimination",75,75,75,1,3.125,"COVID-19",-5.15,"Y1","Mortality",4
"Aggressive Elimination",75,75,75,1,3.75,"COVID-19",-8.59,"Y1","Mortality",4
"Aggressive Elimination",75,90,75,0,2.5,"COVID-19",-2.67,"Y1","Mortality",4
"Aggressive Elimination",75,90,75,0,3.125,"COVID-19",-3.93,"Y1","Mortality",4
"Aggressive Elimination",75,90,75,0,3.75,"COVID-19",-6.13,"Y1","Mortality",4
"Aggressive Elimination",75,90,75,1,2.5,"COVID-19",-2.8,"Y1","Mortality",4
"Aggressive Elimination",75,90,75,1,3.125,"COVID-19",-4.43,"Y1","Mortality",4
"Aggressive Elimination",75,90,75,1,3.75,"COVID-19",-7.34,"Y1","Mortality",4
"Aggressive Elimination",90,50,75,0,2.5,"COVID-19",-2.94,"Y1","Mortality",4
"Aggressive Elimination",90,50,75,0,3.125,"COVID-19",-4.37,"Y1","Mortality",4
"Aggressive Elimination",90,50,75,0,3.75,"COVID-19",-6.81,"Y1","Mortality",4
"Aggressive Elimination",90,50,75,1,2.5,"COVID-19",-3.26,"Y1","Mortality",4
"Aggressive Elimination",90,50,75,1,3.125,"COVID-19",-5.14,"Y1","Mortality",4
"Aggressive Elimination",90,50,75,1,3.75,"COVID-19",-9.24,"Y1","Mortality",4
"Aggressive Elimination",90,75,75,0,2.5,"COVID-19",-2.72,"Y1","Mortality",4
"Aggressive Elimination",90,75,75,0,3.125,"COVID-19",-3.91,"Y1","Mortality",4
"Aggressive Elimination",90,75,75,0,3.75,"COVID-19",-6.24,"Y1","Mortality",4
"Aggressive Elimination",90,75,75,1,2.5,"COVID-19",-2.87,"Y1","Mortality",4
"Aggressive Elimination",90,75,75,1,3.125,"COVID-19",-4.4,"Y1","Mortality",4
"Aggressive Elimination",90,75,75,1,3.75,"COVID-19",-7.81,"Y1","Mortality",4
"Aggressive Elimination",90,90,75,0,2.5,"COVID-19",-2.47,"Y1","Mortality",4
"Aggressive Elimination",90,90,75,0,3.125,"COVID-19",-3.64,"Y1","Mortality",4
"Aggressive Elimination",90,90,75,0,3.75,"COVID-19",-5.79,"Y1","Mortality",4
"Aggressive Elimination",90,90,75,1,2.5,"COVID-19",-2.66,"Y1","Mortality",4
"Aggressive Elimination",90,90,75,1,3.125,"COVID-19",-3.91,"Y1","Mortality",4
"Aggressive Elimination",90,90,75,1,3.75,"COVID-19",-6.78,"Y1","Mortality",4
"Aggressive Elimination",50,50,90,0,2.5,"COVID-19",-2.68,"Y1","Mortality",4
"Aggressive Elimination",50,50,90,0,3.125,"COVID-19",-3.95,"Y1","Mortality",4
"Aggressive Elimination",50,50,90,0,3.75,"COVID-19",-6.73,"Y1","Mortality",4
"Aggressive Elimination",50,50,90,1,2.5,"COVID-19",-3.03,"Y1","Mortality",4
"Aggressive Elimination",50,50,90,1,3.125,"COVID-19",-5.09,"Y1","Mortality",4
"Aggressive Elimination",50,50,90,1,3.75,"COVID-19",-9.52,"Y1","Mortality",4
"Aggressive Elimination",50,75,90,0,2.5,"COVID-19",-2.43,"Y1","Mortality",4
"Aggressive Elimination",50,75,90,0,3.125,"COVID-19",-3.63,"Y1","Mortality",4
"Aggressive Elimination",50,75,90,0,3.75,"COVID-19",-6.16,"Y1","Mortality",4
"Aggressive Elimination",50,75,90,1,2.5,"COVID-19",-2.63,"Y1","Mortality",4
"Aggressive Elimination",50,75,90,1,3.125,"COVID-19",-4.24,"Y1","Mortality",4
"Aggressive Elimination",50,75,90,1,3.75,"COVID-19",-7.86,"Y1","Mortality",4
"Aggressive Elimination",50,90,90,0,2.5,"COVID-19",-2.31,"Y1","Mortality",4
"Aggressive Elimination",50,90,90,0,3.125,"COVID-19",-3.41,"Y1","Mortality",4
"Aggressive Elimination",50,90,90,0,3.75,"COVID-19",-5.8,"Y1","Mortality",4
"Aggressive Elimination",50,90,90,1,2.5,"COVID-19",-2.33,"Y1","Mortality",4
"Aggressive Elimination",50,90,90,1,3.125,"COVID-19",-3.72,"Y1","Mortality",4
"Aggressive Elimination",50,90,90,1,3.75,"COVID-19",-6.76,"Y1","Mortality",4
"Aggressive Elimination",75,50,90,0,2.5,"COVID-19",-2.41,"Y1","Mortality",4
"Aggressive Elimination",75,50,90,0,3.125,"COVID-19",-3.62,"Y1","Mortality",4
"Aggressive Elimination",75,50,90,0,3.75,"COVID-19",-5.85,"Y1","Mortality",4
"Aggressive Elimination",75,50,90,1,2.5,"COVID-19",-2.59,"Y1","Mortality",4
"Aggressive Elimination",75,50,90,1,3.125,"COVID-19",-4.24,"Y1","Mortality",4
"Aggressive Elimination",75,50,90,1,3.75,"COVID-19",-7.48,"Y1","Mortality",4
"Aggressive Elimination",75,75,90,0,2.5,"COVID-19",-2.17,"Y1","Mortality",4
"Aggressive Elimination",75,75,90,0,3.125,"COVID-19",-3.33,"Y1","Mortality",4
"Aggressive Elimination",75,75,90,0,3.75,"COVID-19",-5.35,"Y1","Mortality",4
"Aggressive Elimination",75,75,90,1,2.5,"COVID-19",-2.26,"Y1","Mortality",4
"Aggressive Elimination",75,75,90,1,3.125,"COVID-19",-3.62,"Y1","Mortality",4
"Aggressive Elimination",75,75,90,1,3.75,"COVID-19",-6.26,"Y1","Mortality",4
"Aggressive Elimination",75,90,90,0,2.5,"COVID-19",-2.04,"Y1","Mortality",4
"Aggressive Elimination",75,90,90,0,3.125,"COVID-19",-3.06,"Y1","Mortality",4
"Aggressive Elimination",75,90,90,0,3.75,"COVID-19",-5.01,"Y1","Mortality",4
"Aggressive Elimination",75,90,90,1,2.5,"COVID-19",-2.08,"Y1","Mortality",4
"Aggressive Elimination",75,90,90,1,3.125,"COVID-19",-3.28,"Y1","Mortality",4
"Aggressive Elimination",75,90,90,1,3.75,"COVID-19",-5.61,"Y1","Mortality",4
"Aggressive Elimination",90,50,90,0,2.5,"COVID-19",-2.24,"Y1","Mortality",4
"Aggressive Elimination",90,50,90,0,3.125,"COVID-19",-3.27,"Y1","Mortality",4
"Aggressive Elimination",90,50,90,0,3.75,"COVID-19",-5.26,"Y1","Mortality",4
"Aggressive Elimination",90,50,90,1,2.5,"COVID-19",-2.37,"Y1","Mortality",4
"Aggressive Elimination",90,50,90,1,3.125,"COVID-19",-3.58,"Y1","Mortality",4
"Aggressive Elimination",90,50,90,1,3.75,"COVID-19",-6.35,"Y1","Mortality",4
"Aggressive Elimination",90,75,90,0,2.5,"COVID-19",-2.08,"Y1","Mortality",4
"Aggressive Elimination",90,75,90,0,3.125,"COVID-19",-3.04,"Y1","Mortality",4
"Aggressive Elimination",90,75,90,0,3.75,"COVID-19",-4.9,"Y1","Mortality",4
"Aggressive Elimination",90,75,90,1,2.5,"COVID-19",-2.12,"Y1","Mortality",4
"Aggressive Elimination",90,75,90,1,3.125,"COVID-19",-3.16,"Y1","Mortality",4
"Aggressive Elimination",90,75,90,1,3.75,"COVID-19",-5.53,"Y1","Mortality",4
"Aggressive Elimination",90,90,90,0,2.5,"COVID-19",-1.95,"Y1","Mortality",4
"Aggressive Elimination",90,90,90,0,3.125,"COVID-19",-2.8,"Y1","Mortality",4
"Aggressive Elimination",90,90,90,0,3.75,"COVID-19",-4.61,"Y1","Mortality",4
"Aggressive Elimination",90,90,90,1,2.5,"COVID-19",-2,"Y1","Mortality",4
"Aggressive Elimination",90,90,90,1,3.125,"COVID-19",-2.94,"Y1","Mortality",4
"Aggressive Elimination",90,90,90,1,3.75,"COVID-19",-5.01,"Y1","Mortality",4
"Moderate Elimination",50,50,60,0,2.5,"COVID-19",-3.46,"Y1","Morbidity",4
"Moderate Elimination",50,50,60,0,3.125,"COVID-19",-7.54,"Y1","Morbidity",4
"Moderate Elimination",50,50,60,0,3.75,"COVID-19",-13.22,"Y1","Morbidity",4
"Moderate Elimination",50,50,60,1,2.5,"COVID-19",-4.49,"Y1","Morbidity",4
"Moderate Elimination",50,50,60,1,3.125,"COVID-19",-10.99,"Y1","Morbidity",4
"Moderate Elimination",50,50,60,1,3.75,"COVID-19",-37.39,"Y1","Morbidity",4
"Moderate Elimination",50,75,60,0,2.5,"COVID-19",-3.15,"Y1","Morbidity",4
"Moderate Elimination",50,75,60,0,3.125,"COVID-19",-6.62,"Y1","Morbidity",4
"Moderate Elimination",50,75,60,0,3.75,"COVID-19",-12.28,"Y1","Morbidity",4
"Moderate Elimination",50,75,60,1,2.5,"COVID-19",-3.82,"Y1","Morbidity",4
"Moderate Elimination",50,75,60,1,3.125,"COVID-19",-8.68,"Y1","Morbidity",4
"Moderate Elimination",50,75,60,1,3.75,"COVID-19",-24.26,"Y1","Morbidity",4
"Moderate Elimination",50,90,60,0,2.5,"COVID-19",-2.73,"Y1","Morbidity",4
"Moderate Elimination",50,90,60,0,3.125,"COVID-19",-5.98,"Y1","Morbidity",4
"Moderate Elimination",50,90,60,0,3.75,"COVID-19",-11.38,"Y1","Morbidity",4
"Moderate Elimination",50,90,60,1,2.5,"COVID-19",-3.29,"Y1","Morbidity",4
"Moderate Elimination",50,90,60,1,3.125,"COVID-19",-7.67,"Y1","Morbidity",4
"Moderate Elimination",50,90,60,1,3.75,"COVID-19",-20.07,"Y1","Morbidity",4
"Moderate Elimination",75,50,60,0,2.5,"COVID-19",-3.1,"Y1","Morbidity",4
"Moderate Elimination",75,50,60,0,3.125,"COVID-19",-6.48,"Y1","Morbidity",4
"Moderate Elimination",75,50,60,0,3.75,"COVID-19",-11.95,"Y1","Morbidity",4
"Moderate Elimination",75,50,60,1,2.5,"COVID-19",-3.86,"Y1","Morbidity",4
"Moderate Elimination",75,50,60,1,3.125,"COVID-19",-8.44,"Y1","Morbidity",4
"Moderate Elimination",75,50,60,1,3.75,"COVID-19",-27.82,"Y1","Morbidity",4
"Moderate Elimination",75,75,60,0,2.5,"COVID-19",-2.71,"Y1","Morbidity",4
"Moderate Elimination",75,75,60,0,3.125,"COVID-19",-5.6,"Y1","Morbidity",4
"Moderate Elimination",75,75,60,0,3.75,"COVID-19",-10.87,"Y1","Morbidity",4
"Moderate Elimination",75,75,60,1,2.5,"COVID-19",-3.26,"Y1","Morbidity",4
"Moderate Elimination",75,75,60,1,3.125,"COVID-19",-7.17,"Y1","Morbidity",4
"Moderate Elimination",75,75,60,1,3.75,"COVID-19",-18.23,"Y1","Morbidity",4
"Moderate Elimination",75,90,60,0,2.5,"COVID-19",-2.5,"Y1","Morbidity",4
"Moderate Elimination",75,90,60,0,3.125,"COVID-19",-5.2,"Y1","Morbidity",4
"Moderate Elimination",75,90,60,0,3.75,"COVID-19",-9.9,"Y1","Morbidity",4
"Moderate Elimination",75,90,60,1,2.5,"COVID-19",-2.79,"Y1","Morbidity",4
"Moderate Elimination",75,90,60,1,3.125,"COVID-19",-6.05,"Y1","Morbidity",4
"Moderate Elimination",75,90,60,1,3.75,"COVID-19",-15.04,"Y1","Morbidity",4
"Moderate Elimination",90,50,60,0,2.5,"COVID-19",-2.9,"Y1","Morbidity",4
"Moderate Elimination",90,50,60,0,3.125,"COVID-19",-5.84,"Y1","Morbidity",4
"Moderate Elimination",90,50,60,0,3.75,"COVID-19",-10.85,"Y1","Morbidity",4
"Moderate Elimination",90,50,60,1,2.5,"COVID-19",-3.43,"Y1","Morbidity",4
"Moderate Elimination",90,50,60,1,3.125,"COVID-19",-7.28,"Y1","Morbidity",4
"Moderate Elimination",90,50,60,1,3.75,"COVID-19",-19.86,"Y1","Morbidity",4
"Moderate Elimination",90,75,60,0,2.5,"COVID-19",-2.54,"Y1","Morbidity",4
"Moderate Elimination",90,75,60,0,3.125,"COVID-19",-5.07,"Y1","Morbidity",4
"Moderate Elimination",90,75,60,0,3.75,"COVID-19",-9.81,"Y1","Morbidity",4
"Moderate Elimination",90,75,60,1,2.5,"COVID-19",-2.84,"Y1","Morbidity",4
"Moderate Elimination",90,75,60,1,3.125,"COVID-19",-5.96,"Y1","Morbidity",4
"Moderate Elimination",90,75,60,1,3.75,"COVID-19",-15.07,"Y1","Morbidity",4
"Moderate Elimination",90,90,60,0,2.5,"COVID-19",-2.23,"Y1","Morbidity",4
"Moderate Elimination",90,90,60,0,3.125,"COVID-19",-4.55,"Y1","Morbidity",4
"Moderate Elimination",90,90,60,0,3.75,"COVID-19",-9.18,"Y1","Morbidity",4
"Moderate Elimination",90,90,60,1,2.5,"COVID-19",-2.52,"Y1","Morbidity",4
"Moderate Elimination",90,90,60,1,3.125,"COVID-19",-5.29,"Y1","Morbidity",4
"Moderate Elimination",90,90,60,1,3.75,"COVID-19",-12.57,"Y1","Morbidity",4
"Moderate Elimination",50,50,75,0,2.5,"COVID-19",-3.26,"Y1","Morbidity",4
"Moderate Elimination",50,50,75,0,3.125,"COVID-19",-6.72,"Y1","Morbidity",4
"Moderate Elimination",50,50,75,0,3.75,"COVID-19",-12.28,"Y1","Morbidity",4
"Moderate Elimination",50,50,75,1,2.5,"COVID-19",-4.07,"Y1","Morbidity",4
"Moderate Elimination",50,50,75,1,3.125,"COVID-19",-8.66,"Y1","Morbidity",4
"Moderate Elimination",50,50,75,1,3.75,"COVID-19",-28.95,"Y1","Morbidity",4
"Moderate Elimination",50,75,75,0,2.5,"COVID-19",-2.8,"Y1","Morbidity",4
"Moderate Elimination",50,75,75,0,3.125,"COVID-19",-5.76,"Y1","Morbidity",4
"Moderate Elimination",50,75,75,0,3.75,"COVID-19",-10.91,"Y1","Morbidity",4
"Moderate Elimination",50,75,75,1,2.5,"COVID-19",-3.26,"Y1","Morbidity",4
"Moderate Elimination",50,75,75,1,3.125,"COVID-19",-7.2,"Y1","Morbidity",4
"Moderate Elimination",50,75,75,1,3.75,"COVID-19",-18.54,"Y1","Morbidity",4
"Moderate Elimination",50,90,75,0,2.5,"COVID-19",-2.45,"Y1","Morbidity",4
"Moderate Elimination",50,90,75,0,3.125,"COVID-19",-5.13,"Y1","Morbidity",4
"Moderate Elimination",50,90,75,0,3.75,"COVID-19",-9.86,"Y1","Morbidity",4
"Moderate Elimination",50,90,75,1,2.5,"COVID-19",-2.75,"Y1","Morbidity",4
"Moderate Elimination",50,90,75,1,3.125,"COVID-19",-5.95,"Y1","Morbidity",4
"Moderate Elimination",50,90,75,1,3.75,"COVID-19",-14.93,"Y1","Morbidity",4
"Moderate Elimination",75,50,75,0,2.5,"COVID-19",-2.73,"Y1","Morbidity",4
"Moderate Elimination",75,50,75,0,3.125,"COVID-19",-5.69,"Y1","Morbidity",4
"Moderate Elimination",75,50,75,0,3.75,"COVID-19",-10.65,"Y1","Morbidity",4
"Moderate Elimination",75,50,75,1,2.5,"COVID-19",-3.26,"Y1","Morbidity",4
"Moderate Elimination",75,50,75,1,3.125,"COVID-19",-7.19,"Y1","Morbidity",4
"Moderate Elimination",75,50,75,1,3.75,"COVID-19",-19.12,"Y1","Morbidity",4
"Moderate Elimination",75,75,75,0,2.5,"COVID-19",-2.34,"Y1","Morbidity",4
"Moderate Elimination",75,75,75,0,3.125,"COVID-19",-4.86,"Y1","Morbidity",4
"Moderate Elimination",75,75,75,0,3.75,"COVID-19",-9.29,"Y1","Morbidity",4
"Moderate Elimination",75,75,75,1,2.5,"COVID-19",-2.69,"Y1","Morbidity",4
