"v1trans","v2trans","vUptake","strategy","relax","R0","timeHorizon","effect","HALY"
90,90,60,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-382.935043144971
50,50,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-76.4809587970376
75,50,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",173.663516575471
90,50,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",157.001274451613
50,75,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-125.868258019909
75,75,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-11.1766885500402
90,75,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-580.704652424902
50,90,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",73.6466572154313
75,90,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",35.1686238311231
90,90,75,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-555.206893896684
50,50,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-658.522362774238
75,50,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-300.289485789836
90,50,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-577.925037546083
50,75,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-10.5991507414729
75,75,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-319.408074207604
90,75,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-555.591217195615
50,90,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-577.08107768558
75,90,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-465.219531394541
90,90,90,"Tight Suppression",1,3.75,"LT","Road Traffic Injuries",-526.33477859199
50,50,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-130.313437851146
75,50,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-683.053671801463
90,50,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",163.188127847388
50,75,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-679.42039151676
75,75,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-206.851341249421
90,75,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-468.924996163696
50,90,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-429.751048982143
75,90,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-598.346931813285
90,90,60,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-2.01839902438228
50,50,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-744.937960244715
75,50,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-99.6979937888682
90,50,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-3.08176358230416
50,75,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-672.954519698396
75,75,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-193.2427293621
90,75,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-537.6345731318
50,90,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-127.522600535303
75,90,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-71.7819956596941
90,90,75,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-476.236326573417
50,50,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-769.805516768247
75,50,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-556.72441883944
90,50,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-570.257517462596
50,75,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-386.173403309658
75,75,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-616.613547271118
90,75,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",116.873524431139
50,90,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",104.979340732098
75,90,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-508.108897320926
90,90,90,"Moderate Elimination",1,3.75,"LT","Road Traffic Injuries",-152.646786253899
50,50,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-574.774792371318
75,50,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-74.3133478797973
90,50,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-795.095636462793
50,75,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",96.354624768719
75,75,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-43.8124597538263
90,75,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-390.781822800636
50,90,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-110.777552658692
75,90,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-680.014930618927
90,90,60,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-221.501404605806
50,50,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-200.554687948898
75,50,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",166.544133378193
90,50,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-585.867896163836
50,75,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",120.970280654728
75,75,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",144.427009671926
90,75,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-627.893868321553
50,90,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-56.8985291291029
75,90,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-762.528180796653
90,90,75,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",135.28122571297
50,50,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-434.371827123687
75,50,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-535.730132320896
90,50,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-517.115028761327
50,75,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-392.824378749356
75,75,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",124.377596471459
90,75,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-779.79303705506
50,90,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-304.935124190524
75,90,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-167.105150828138
90,90,90,"Aggressive Elimination",1,3.75,"LT","Road Traffic Injuries",-245.210629608482
50,50,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-131.466618925333
75,50,60,"Loose Suppression",0,2.5,"Y1","Anxiety",55.9471233747899
90,50,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-519.170230906457
50,75,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-512.799831060693
75,75,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-583.767501823604
90,75,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-654.277085978538
50,90,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-727.412966731936
75,90,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-647.130545414984
90,90,60,"Loose Suppression",0,2.5,"Y1","Anxiety",-722.366312239319
50,50,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-370.06370020099
75,50,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-39.9668958969415
90,50,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-623.088721139356
50,75,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-306.081707077101
75,75,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-639.81822966598
90,75,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-438.127324869856
50,90,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-433.574533043429
75,90,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-272.941858926788
90,90,75,"Loose Suppression",0,2.5,"Y1","Anxiety",-609.092664625496
50,50,90,"Loose Suppression",0,2.5,"Y1","Anxiety",-428.901944262907
75,50,90,"Loose Suppression",0,2.5,"Y1","Anxiety",32.442284328863
90,50,90,"Loose Suppression",0,2.5,"Y1","Anxiety",-179.769403953105
50,75,90,"Loose Suppression",0,2.5,"Y1","Anxiety",37.7046880777925
75,75,90,"Loose Suppression",0,2.5,"Y1","Anxiety",-500.142970774323
90,75,90,"Loose Suppression",0,2.5,"Y1","Anxiety",-300.775369117037
50,90,90,"Loose Suppression",0,2.5,"Y1","Anxiety",50.4974481184035
75,90,90,"Loose Suppression",0,2.5,"Y1","Anxiety",-293.34582942538
90,90,90,"Loose Suppression",0,2.5,"Y1","Anxiety",-667.981859948486
50,50,60,"Tight Suppression",0,2.5,"Y1","Anxiety",172.479466348886
75,50,60,"Tight Suppression",0,2.5,"Y1","Anxiety",-507.44240609929
90,50,60,"Tight Suppression",0,2.5,"Y1","Anxiety",-563.005419401452
50,75,60,"Tight Suppression",0,2.5,"Y1","Anxiety",-63.7066808529199
75,75,60,"Tight Suppression",0,2.5,"Y1","Anxiety",-167.349324980751
90,75,60,"Tight Suppression",0,2.5,"Y1","Anxiety",133.413358638063
50,90,60,"Tight Suppression",0,2.5,"Y1","Anxiety",53.6136248148977
75,90,60,"Tight Suppression",0,2.5,"Y1","Anxiety",-592.402308434248
90,90,60,"Tight Suppression",0,2.5,"Y1","Anxiety",-718.355121510103
50,50,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-397.253323765472
75,50,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-245.343420607969
90,50,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-560.206156643108
50,75,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-274.965320201591
75,75,75,"Tight Suppression",0,2.5,"Y1","Anxiety",176.071262033656
90,75,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-779.853905271739
50,90,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-382.09708542563
75,90,75,"Tight Suppression",0,2.5,"Y1","Anxiety",-129.977689543739
90,90,75,"Tight Suppression",0,2.5,"Y1","Anxiety",35.9725954942405
50,50,90,"Tight Suppression",0,2.5,"Y1","Anxiety",167.873448505998
75,50,90,"Tight Suppression",0,2.5,"Y1","Anxiety",55.312407715246
90,50,90,"Tight Suppression",0,2.5,"Y1","Anxiety",-731.038216222078
50,75,90,"Tight Suppression",0,2.5,"Y1","Anxiety",184.969219192862
75,75,90,"Tight Suppression",0,2.5,"Y1","Anxiety",185.997982556
90,75,90,"Tight Suppression",0,2.5,"Y1","Anxiety",-60.677652200684
50,90,90,"Tight Suppression",0,2.5,"Y1","Anxiety",-7.4544620700181
75,90,90,"Tight Suppression",0,2.5,"Y1","Anxiety",-751.761358883232
90,90,90,"Tight Suppression",0,2.5,"Y1","Anxiety",-704.743228573352
50,50,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-181.481040734798
75,50,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-522.941313870251
90,50,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-34.953856561333
50,75,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-154.085966479033
75,75,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",126.145874895155
90,75,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-296.504693292081
50,90,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-326.030449196696
75,90,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-564.63987166062
90,90,60,"Moderate Elimination",0,2.5,"Y1","Anxiety",-250.96642174758
50,50,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",27.9418090824037
75,50,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",-201.015262585133
90,50,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",55.3118873387575
50,75,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",-777.254228899255
75,75,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",-163.532464718446
90,75,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",-602.784840809181
50,90,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",-401.537066278979
75,90,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",194.621529011056
90,90,75,"Moderate Elimination",0,2.5,"Y1","Anxiety",-307.314293645322
50,50,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-389.174719061703
75,50,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",63.5333764832466
90,50,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-658.3244739566
50,75,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-531.506984913722
75,75,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-660.110600478947
90,75,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-705.305033084005
50,90,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-380.63267567195
75,90,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-504.898833995685
90,90,90,"Moderate Elimination",0,2.5,"Y1","Anxiety",-335.092310747132
50,50,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-14.4767793361098
75,50,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-329.217012459412
90,50,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-66.0020033363253
50,75,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-55.6610861793161
75,75,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-418.88369708322
90,75,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-654.273036355153
50,90,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-618.244566442445
75,90,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-143.290405580774
90,90,60,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-637.579324143007
50,50,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-58.0150498542935
75,50,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",166.692281654105
90,50,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-465.771499276161
50,75,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-675.455949921161
75,75,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-367.698876606301
90,75,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-363.983003143221
50,90,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-552.712524030358
75,90,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-468.153729988262
90,90,75,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-62.7350070979447
50,50,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-489.130713930354
75,50,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-642.04184054397
90,50,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-197.397357271984
50,75,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-310.36391640082
75,75,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-86.9520247913897
90,75,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-355.705898208544
50,90,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",9.85707556828852
75,90,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-108.860624441877
90,90,90,"Aggressive Elimination",0,2.5,"Y1","Anxiety",-232.981205405667
50,50,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-561.968421749771
75,50,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-422.118376661092
90,50,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-4.03427607379858
50,75,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-482.543834438548
75,75,60,"Loose Suppression",1,2.5,"Y1","Anxiety",182.336778659373
90,75,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-692.486779950559
50,90,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-553.40835750103
75,90,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-724.424839904532
90,90,60,"Loose Suppression",1,2.5,"Y1","Anxiety",-333.751454437152
50,50,75,"Loose Suppression",1,2.5,"Y1","Anxiety",-10.4344416875393
75,50,75,"Loose Suppression",1,2.5,"Y1","Anxiety",-759.720485378057
90,50,75,"Loose Suppression",1,2.5,"Y1","Anxiety",-67.6475802436471
50,75,75,"Loose Suppression",1,2.5,"Y1","Anxiety",83.5335718467831
75,75,75,"Loose Suppression",1,2.5,"Y1","Anxiety",2.88454308174546
90,75,75,"Loose Suppression",1,2.5,"Y1","Anxiety",-34.8653003573418
50,90,75,"Loose Suppression",1,2.5,"Y1","Anxiety",-323.104035295546
75,90,75,"Loose Suppression",1,2.5,"Y1","Anxiety",165.483410982415
90,90,75,"Loose Suppression",1,2.5,"Y1","Anxiety",-545.087689487264
50,50,90,"Loose Suppression",1,2.5,"Y1","Anxiety",52.958072675392
75,50,90,"Loose Suppression",1,2.5,"Y1","Anxiety",73.0944907292723
90,50,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-157.787896879017
50,75,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-566.097835963592
75,75,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-627.862725360319
90,75,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-402.661662269384
50,90,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-704.088415903971
75,90,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-181.657962221652
90,90,90,"Loose Suppression",1,2.5,"Y1","Anxiety",-252.741609886289
50,50,60,"Tight Suppression",1,2.5,"Y1","Anxiety",-232.658335892484
75,50,60,"Tight Suppression",1,2.5,"Y1","Anxiety",-539.492516964674
90,50,60,"Tight Suppression",1,2.5,"Y1","Anxiety",-63.8836856931448
50,75,60,"Tight Suppression",1,2.5,"Y1","Anxiety",96.5518458280712
75,75,60,"Tight Suppression",1,2.5,"Y1","Anxiety",-634.367189789191
90,75,60,"Tight Suppression",1,2.5,"Y1","Anxiety",2.11334279738362
50,90,60,"Tight Suppression",1,2.5,"Y1","Anxiety",161.404843255877
75,90,60,"Tight Suppression",1,2.5,"Y1","Anxiety",-421.758850058541
90,90,60,"Tight Suppression",1,2.5,"Y1","Anxiety",-721.016152948141
50,50,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-614.73695137538
75,50,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-4.34645982459192
90,50,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-326.238437974826
50,75,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-350.181373953819
75,75,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-275.697069661692
90,75,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-69.3372105713934
50,90,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-236.016827821732
75,90,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-758.937607705593
90,90,75,"Tight Suppression",1,2.5,"Y1","Anxiety",-367.568287020549
50,50,90,"Tight Suppression",1,2.5,"Y1","Anxiety",84.2118422035127
75,50,90,"Tight Suppression",1,2.5,"Y1","Anxiety",-137.640634505078
90,50,90,"Tight Suppression",1,2.5,"Y1","Anxiety",-341.425373172388
50,75,90,"Tight Suppression",1,2.5,"Y1","Anxiety",59.5708757638931
75,75,90,"Tight Suppression",1,2.5,"Y1","Anxiety",-337.941005313769
90,75,90,"Tight Suppression",1,2.5,"Y1","Anxiety",-109.523438569158
50,90,90,"Tight Suppression",1,2.5,"Y1","Anxiety",36.8828278034925
75,90,90,"Tight Suppression",1,2.5,"Y1","Anxiety",-327.004405157641
90,90,90,"Tight Suppression",1,2.5,"Y1","Anxiety",-752.665957855061
50,50,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",54.1798915248364
75,50,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-81.6897823940963
90,50,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-614.866399858147
50,75,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-6.93761412985627
75,75,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-494.421381456778
90,75,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",128.550825687125
50,90,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-518.173340661451
75,90,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-344.383026193827
90,90,60,"Moderate Elimination",1,2.5,"Y1","Anxiety",-301.712522702292
50,50,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-678.344237338752
75,50,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-223.38596098125
90,50,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-194.196346634999
50,75,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-206.516371062025
75,75,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",180.72579712607
90,75,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-60.7210378628225
50,90,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-357.622467633337
75,90,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-30.966437375173
90,90,75,"Moderate Elimination",1,2.5,"Y1","Anxiety",-485.63798465766
50,50,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-755.910132499412
75,50,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-509.167051594704
90,50,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-532.687709620222
50,75,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",193.430256843567
75,75,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-260.372070549056
90,75,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-548.159512411803
50,90,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-83.3372526802123
75,90,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-500.481266481802
90,90,90,"Moderate Elimination",1,2.5,"Y1","Anxiety",-23.6892590299249
50,50,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-402.219533873722
75,50,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-583.211683388799
90,50,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-81.2996238935739
50,75,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-436.471836362034
75,75,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-294.737868197262
90,75,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-535.257725697011
50,90,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-142.452554032207
75,90,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-685.871788719669
90,90,60,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-183.121195714921
50,50,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",120.421443646774
75,50,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-111.315410537645
90,50,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-165.862039616332
50,75,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-488.998419325799
75,75,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-147.032692981884
90,75,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-513.48700299859
50,90,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-589.941513212398
75,90,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-297.677492909133
90,90,75,"Aggressive Elimination",1,2.5,"Y1","Anxiety",198.505503637716
50,50,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-291.04115087539
75,50,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-101.274565048516
90,50,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",33.2311392296105
50,75,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-595.041854260489
75,75,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-773.311227979138
90,75,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-208.47702906467
50,90,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-737.231533229351
75,90,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",-89.5973892882467
90,90,90,"Aggressive Elimination",1,2.5,"Y1","Anxiety",132.578596752137
50,50,60,"Loose Suppression",0,3.125,"Y1","Anxiety",47.9456610511988
75,50,60,"Loose Suppression",0,3.125,"Y1","Anxiety",-391.41842648387
90,50,60,"Loose Suppression",0,3.125,"Y1","Anxiety",155.5196268484
50,75,60,"Loose Suppression",0,3.125,"Y1","Anxiety",-308.178676711395
75,75,60,"Loose Suppression",0,3.125,"Y1","Anxiety",194.924530852586
90,75,60,"Loose Suppression",0,3.125,"Y1","Anxiety",30.6861778255552
50,90,60,"Loose Suppression",0,3.125,"Y1","Anxiety",-705.010473681614
75,90,60,"Loose Suppression",0,3.125,"Y1","Anxiety",-725.451412796974
90,90,60,"Loose Suppression",0,3.125,"Y1","Anxiety",-9.25238658674066
50,50,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-77.8603923507035
75,50,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-726.345023326576
90,50,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-355.242791771889
50,75,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-337.991708377376
75,75,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-71.2302238214761
90,75,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-374.889776995406
50,90,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-525.276768673211
75,90,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-91.264673229307
90,90,75,"Loose Suppression",0,3.125,"Y1","Anxiety",-442.017080681399
50,50,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-577.079809689894
75,50,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-133.027378190309
90,50,90,"Loose Suppression",0,3.125,"Y1","Anxiety",162.988202925771
50,75,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-58.2986366469413
75,75,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-220.426407596096
90,75,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-430.556047195569
50,90,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-749.836486019194
75,90,90,"Loose Suppression",0,3.125,"Y1","Anxiety",14.3550364766269
90,90,90,"Loose Suppression",0,3.125,"Y1","Anxiety",-22.6725693326444
50,50,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-611.686280881986
75,50,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-766.480597853661
90,50,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-249.524147668853
50,75,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-127.152587939054
75,75,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-618.008347880095
90,75,60,"Tight Suppression",0,3.125,"Y1","Anxiety",43.7255979515612
50,90,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-433.090595249087
75,90,60,"Tight Suppression",0,3.125,"Y1","Anxiety",-771.763098146766
90,90,60,"Tight Suppression",0,3.125,"Y1","Anxiety",42.2548403032124
50,50,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-737.326712766662
75,50,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-338.639741018415
90,50,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-302.90169287473
50,75,75,"Tight Suppression",0,3.125,"Y1","Anxiety",173.892654757947
75,75,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-475.674722762778
90,75,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-33.6977580562234
50,90,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-503.479541931301
75,90,75,"Tight Suppression",0,3.125,"Y1","Anxiety",80.8718954678624
90,90,75,"Tight Suppression",0,3.125,"Y1","Anxiety",-771.144677372649
50,50,90,"Tight Suppression",0,3.125,"Y1","Anxiety",-78.0386258382351
